,agents_choice,result
279,Scissors,W
280,Rock,L
281,Paper,L
282,Scissors,D
283,Scissors,W
284,Paper,D
285,Scissors,D
286,Scissors,W
287,Paper,W
288,Scissors,L
289,Paper,L
290,Scissors,W
291,Rock,W
292,Rock,L
293,Rock,W
294,Paper,D
295,Scissors,D
296,Rock,W
297,Paper,D
298,Scissors,D
299,Rock,W
300,Rock,D
301,Rock,L
302,Paper,W
303,Rock,L
304,Paper,D
305,Rock,W
306,Rock,W
307,Rock,L
308,Rock,W
309,Paper,L
310,Scissors,L
311,Scissors,L
312,Paper,L
313,Scissors,L
314,Scissors,W
315,Paper,L
316,Rock,D
317,Paper,L
318,Paper,L
319,Scissors,L
320,Rock,W
321,Paper,D
322,Scissors,W
323,Scissors,L
324,Paper,L
325,Scissors,W
326,Scissors,W
327,Paper,L
328,Scissors,D
329,Paper,D
330,Scissors,W
331,Rock,L
332,Rock,L
333,Rock,D
334,Paper,D
335,Scissors,W
336,Rock,L
337,Paper,W
338,Scissors,L
339,Rock,W
340,Rock,D
341,Rock,L
342,Paper,L
343,Rock,W
344,Paper,D
345,Rock,D
346,Rock,L
347,Rock,W
348,Rock,D
349,Paper,W
350,Scissors,D
351,Scissors,L
352,Paper,D
353,Scissors,D
354,Scissors,L
355,Paper,W
356,Rock,D
357,Paper,D
358,Paper,D
359,Scissors,W
360,Rock,W
361,Paper,L
362,Scissors,L
363,Scissors,L
364,Paper,L
365,Scissors,L
366,Scissors,L
367,Paper,W
368,Scissors,W
369,Paper,D
370,Scissors,L
371,Rock,D
372,Rock,D
373,Rock,W
374,Paper,W
375,Scissors,L
376,Rock,L
377,Paper,D
378,Scissors,L
379,Rock,L
380,Rock,D
381,Rock,D
382,Paper,L
383,Rock,W
384,Paper,D
385,Rock,D
386,Rock,L
387,Rock,L
388,Rock,W
389,Paper,W
390,Scissors,D
391,Scissors,D
392,Paper,W
393,Scissors,D
394,Scissors,L
395,Paper,W
396,Rock,W
397,Paper,D
398,Paper,L
399,Scissors,L
400,Rock,D
401,Paper,L
402,Scissors,D
403,Scissors,W
404,Paper,L
405,Scissors,D
406,Scissors,L
407,Paper,L
408,Scissors,L
409,Paper,W
410,Scissors,L
411,Rock,W
412,Rock,D
413,Rock,W
414,Paper,W
415,Scissors,D
416,Rock,W
417,Paper,D
418,Scissors,L
419,Rock,D
420,Rock,D
421,Rock,L
422,Paper,L
423,Rock,L
424,Paper,W
425,Rock,W
426,Rock,L
427,Rock,L
428,Rock,D
429,Paper,D
430,Scissors,L
431,Scissors,L
432,Paper,L
433,Scissors,L
434,Scissors,L
435,Paper,W
436,Rock,W
437,Paper,W
438,Paper,L
439,Scissors,L
440,Rock,D
441,Paper,W
442,Scissors,L
443,Scissors,W
444,Paper,W
445,Scissors,W
446,Scissors,L
447,Paper,D
448,Scissors,L
449,Paper,D
450,Scissors,L
451,Rock,W
452,Rock,W
453,Rock,L
454,Paper,W
455,Scissors,W
456,Rock,W
457,Paper,L
458,Scissors,D
459,Rock,D
460,Rock,W
461,Rock,L
462,Paper,W
463,Rock,L
464,Paper,D
465,Rock,D
466,Rock,D
467,Rock,W
468,Rock,L
469,Paper,L
470,Scissors,L
471,Scissors,W
472,Paper,L
473,Scissors,D
474,Scissors,L
475,Paper,W
476,Rock,D
477,Paper,D
478,Paper,W
479,Scissors,W
480,Rock,L
481,Paper,W
482,Scissors,L
483,Scissors,W
484,Paper,L
485,Scissors,D
486,Scissors,D
487,Paper,W
488,Scissors,W
489,Paper,L
490,Scissors,L
491,Rock,L
492,Rock,L
493,Rock,W
494,Paper,W
495,Scissors,L
496,Rock,W
497,Paper,W
498,Scissors,L
499,Rock,D
500,Rock,W
501,Rock,D
502,Paper,W
503,Rock,L
504,Paper,L
505,Rock,D
506,Rock,L
507,Rock,D
508,Rock,L
509,Paper,L
510,Scissors,W
511,Scissors,W
512,Paper,W
513,Scissors,D
514,Scissors,L
515,Paper,W
516,Rock,L
517,Paper,L
518,Paper,W
519,Scissors,L
520,Rock,L
521,Paper,L
522,Scissors,D
523,Scissors,W
524,Paper,W
525,Scissors,D
526,Scissors,D
527,Paper,W
528,Scissors,D
529,Paper,D
530,Scissors,L
531,Rock,D
532,Rock,L
533,Rock,W
534,Paper,L
535,Scissors,L
536,Rock,D
537,Paper,L
538,Scissors,W
539,Rock,L
540,Rock,D
541,Rock,W
542,Paper,W
543,Rock,W
544,Paper,W
545,Rock,W
546,Rock,W
547,Rock,L
548,Rock,D
549,Paper,W
550,Scissors,D
551,Scissors,W
552,Paper,L
553,Scissors,D
554,Scissors,W
555,Paper,L
556,Rock,D
557,Paper,D
558,Paper,W
559,Scissors,W
560,Rock,D
561,Paper,L
562,Scissors,W
563,Scissors,W
564,Paper,L
565,Scissors,D
566,Scissors,L
567,Paper,D
568,Scissors,L
569,Paper,L
570,Scissors,D
571,Rock,L
572,Rock,W
573,Rock,W
574,Paper,D
575,Scissors,L
576,Rock,L
577,Paper,W
578,Scissors,W
579,Rock,D
580,Rock,D
581,Rock,W
582,Paper,L
583,Rock,L
584,Paper,D
585,Rock,D
586,Rock,D
587,Rock,D
588,Rock,D
589,Paper,W
590,Scissors,L
591,Scissors,L
592,Paper,L
593,Scissors,D
594,Scissors,D
595,Paper,L
596,Rock,L
597,Paper,W
598,Paper,W
599,Scissors,D
600,Rock,D
601,Paper,L
602,Scissors,L
603,Scissors,D
604,Paper,D
605,Scissors,L
606,Scissors,L
607,Paper,D
608,Scissors,L
609,Paper,D
610,Scissors,W
611,Rock,L
612,Rock,D
613,Rock,L
614,Paper,D
615,Scissors,L
616,Rock,D
617,Paper,L
618,Scissors,W
619,Rock,L
620,Rock,W
621,Rock,L
622,Paper,D
623,Rock,D
624,Paper,W
625,Rock,L
626,Rock,D
627,Rock,L
628,Rock,W
629,Paper,D
630,Scissors,L
631,Scissors,L
632,Paper,D
633,Scissors,L
634,Scissors,D
635,Paper,L
636,Rock,D
637,Paper,D
638,Paper,W
639,Scissors,D
640,Rock,L
641,Paper,D
642,Scissors,L
643,Scissors,W
644,Paper,W
645,Scissors,L
646,Scissors,W
647,Paper,W
648,Scissors,W
649,Paper,W
650,Scissors,L
651,Rock,W
652,Rock,W
653,Rock,W
654,Paper,W
655,Scissors,L
656,Rock,D
657,Paper,D
658,Scissors,L
659,Rock,W
660,Rock,W
661,Rock,D
662,Paper,L
663,Rock,L
664,Paper,D
665,Rock,L
666,Rock,D
667,Rock,W
668,Rock,L
669,Paper,L
670,Scissors,W
671,Scissors,D
672,Paper,W
673,Scissors,D
674,Scissors,W
675,Paper,L
676,Rock,L
677,Paper,L
678,Paper,W
679,Scissors,D
680,Rock,L
681,Paper,W
682,Scissors,L
683,Scissors,D
684,Paper,D
685,Scissors,D
686,Scissors,W
687,Paper,L
688,Scissors,W
689,Paper,W
690,Scissors,L
691,Rock,L
692,Rock,W
693,Rock,W
694,Paper,W
695,Scissors,W
696,Rock,L
697,Paper,D
698,Scissors,L
699,Rock,D
700,Rock,L
701,Rock,D
702,Paper,D
703,Rock,L
704,Paper,L
705,Rock,W
706,Rock,D
707,Rock,W
708,Rock,D
709,Paper,W
710,Scissors,W
711,Scissors,L
712,Paper,W
713,Scissors,L
714,Scissors,W
715,Paper,W
716,Rock,D
717,Paper,D
718,Paper,D
719,Scissors,D
720,Rock,W
721,Paper,L
722,Scissors,L
723,Scissors,D
724,Paper,D
725,Scissors,D
726,Scissors,W
727,Paper,D
728,Scissors,L
729,Paper,W
730,Scissors,W
731,Rock,D
732,Rock,W
733,Rock,L
734,Paper,L
735,Scissors,L
736,Rock,L
737,Paper,L
738,Scissors,L
739,Rock,D
740,Rock,W
741,Rock,D
742,Paper,L
743,Rock,D
744,Paper,W
745,Rock,D
746,Rock,L
747,Rock,D
748,Rock,D
749,Paper,L
750,Scissors,L
751,Scissors,D
752,Paper,L
753,Scissors,D
754,Scissors,L
755,Paper,L
756,Rock,L
757,Paper,D
758,Paper,L
759,Scissors,L
760,Rock,D
761,Paper,D
762,Scissors,D
763,Scissors,D
764,Paper,L
765,Scissors,W
766,Scissors,W
767,Paper,W
768,Scissors,D
769,Paper,L
770,Scissors,D
771,Rock,L
772,Rock,L
773,Rock,W
774,Paper,W
775,Scissors,D
776,Rock,D
777,Paper,W
778,Scissors,W
779,Rock,W
780,Rock,L
781,Rock,W
782,Paper,L
783,Rock,W
784,Paper,D
785,Rock,L
786,Rock,W
787,Rock,L
788,Rock,W
789,Paper,W
790,Scissors,L
791,Scissors,L
792,Paper,W
793,Scissors,D
794,Scissors,W
795,Paper,W
796,Rock,W
797,Paper,L
798,Paper,W
799,Scissors,D
800,Rock,L
801,Paper,L
802,Scissors,L
803,Scissors,L
804,Paper,D
805,Scissors,D
806,Scissors,D
807,Paper,D
808,Scissors,W
809,Paper,W
810,Scissors,W
811,Rock,W
812,Rock,L
813,Rock,L
814,Paper,D
815,Scissors,W
816,Rock,W
817,Paper,D
818,Scissors,D
819,Rock,D
820,Rock,D
821,Rock,D
822,Paper,W
823,Rock,W
824,Paper,L
825,Rock,W
826,Rock,D
827,Rock,W
828,Rock,W
829,Paper,W
830,Scissors,L
831,Scissors,L
832,Paper,D
833,Scissors,W
834,Scissors,W
835,Paper,D
836,Rock,D
837,Paper,D
838,Paper,L
839,Scissors,W
840,Rock,L
841,Paper,D
842,Scissors,L
843,Scissors,L
844,Paper,L
845,Scissors,L
846,Scissors,W
847,Paper,D
848,Scissors,L
849,Paper,L
850,Scissors,L
851,Rock,L
852,Rock,W
853,Rock,D
854,Paper,L
855,Scissors,L
856,Rock,L
857,Paper,W
858,Scissors,W
859,Rock,W
860,Rock,D
861,Rock,D
862,Paper,W
863,Rock,W
864,Paper,W
865,Rock,W
866,Rock,L
867,Rock,D
868,Rock,D
869,Paper,W
870,Scissors,L
871,Scissors,D
872,Paper,L
873,Scissors,W
874,Scissors,L
875,Paper,L
876,Rock,W
877,Paper,D
878,Paper,W
879,Scissors,L
880,Rock,D
881,Paper,D
882,Scissors,D
883,Scissors,D
884,Paper,L
885,Scissors,W
886,Scissors,L
887,Paper,L
888,Scissors,D
889,Paper,D
890,Scissors,L
891,Rock,W
892,Rock,D
893,Rock,D
894,Paper,W
895,Scissors,D
896,Rock,L
897,Paper,L
898,Scissors,L
899,Rock,L
900,Rock,W
901,Rock,W
902,Paper,D
903,Rock,W
904,Paper,D
905,Rock,W
906,Rock,D
907,Rock,W
908,Rock,D
909,Paper,L
910,Scissors,D
911,Scissors,W
912,Paper,L
913,Scissors,L
914,Scissors,W
915,Paper,D
916,Rock,D
917,Paper,D
918,Paper,L
919,Scissors,W
920,Rock,L
921,Paper,D
922,Scissors,W
923,Scissors,D
924,Paper,L
925,Scissors,D
926,Scissors,D
927,Paper,L
928,Scissors,D
929,Paper,W
930,Scissors,L
931,Rock,D
932,Rock,L
933,Rock,D
934,Paper,W
935,Scissors,W
936,Rock,W
937,Paper,D
938,Scissors,L
939,Rock,D
940,Rock,L
941,Rock,W
942,Paper,W
943,Rock,W
944,Paper,W
945,Rock,D
946,Rock,D
947,Rock,D
948,Rock,D
949,Paper,W
950,Scissors,W
951,Scissors,D
952,Paper,L
953,Scissors,L
954,Scissors,L
955,Paper,W
956,Rock,D
957,Paper,W
958,Paper,L
959,Scissors,L
960,Rock,W
961,Paper,L
962,Scissors,W
963,Scissors,L
964,Paper,L
965,Scissors,L
966,Scissors,D
967,Paper,L
968,Scissors,W
969,Paper,D
970,Scissors,L
971,Rock,W
972,Rock,W
973,Rock,W
974,Paper,L
975,Scissors,W
976,Rock,W
977,Paper,D
978,Scissors,W
979,Rock,D
980,Rock,D
981,Rock,L
982,Paper,D
983,Rock,D
984,Paper,W
985,Rock,D
986,Rock,L
987,Rock,D
988,Rock,D
989,Paper,L
990,Scissors,L
991,Scissors,D
992,Paper,L
993,Scissors,D
994,Scissors,D
995,Paper,L
996,Rock,W
997,Paper,L
998,Paper,W
999,Scissors,W
1000,Rock,D
1001,Paper,D
1002,Scissors,W
1003,Scissors,L
1004,Paper,W
1005,Scissors,W
1006,Scissors,L
1007,Paper,D
1008,Scissors,W
1009,Paper,L
1010,Scissors,D
1011,Rock,W
1012,Rock,D
1013,Rock,L
1014,Paper,D
1015,Scissors,D
1016,Rock,D
1017,Paper,W
1018,Scissors,W
1019,Rock,W
1020,Rock,L
1021,Rock,W
1022,Paper,L
1023,Rock,W
1024,Paper,D
1025,Rock,W
1026,Rock,W
1027,Rock,W
1028,Rock,D
1029,Paper,W
1030,Scissors,W
1031,Scissors,D
1032,Paper,D
1033,Scissors,D
1034,Scissors,W
1035,Paper,L
1036,Rock,D
1037,Paper,W
1038,Paper,D
1039,Scissors,D
1040,Rock,W
1041,Paper,D
1042,Scissors,W
1043,Scissors,W
1044,Paper,W
1045,Scissors,D
1046,Scissors,W
1047,Paper,L
1048,Scissors,W
1049,Paper,D
1050,Scissors,D
1051,Rock,L
1052,Rock,D
1053,Rock,D
1054,Paper,L
1055,Scissors,D
1056,Rock,W
1057,Paper,W
1058,Scissors,L
1059,Rock,L
1060,Rock,L
1061,Rock,D
1062,Paper,L
1063,Rock,L
1064,Paper,W
1065,Rock,W
1066,Rock,L
1067,Rock,W
1068,Rock,D
1069,Paper,L
1070,Scissors,L
1071,Scissors,W
1072,Paper,W
1073,Scissors,L
1074,Scissors,D
1075,Paper,W
1076,Rock,W
1077,Paper,W
1078,Paper,D
1079,Scissors,L
1080,Rock,W
1081,Paper,W
1082,Scissors,L
1083,Scissors,L
1084,Paper,W
1085,Scissors,D
1086,Scissors,W
1087,Paper,W
1088,Scissors,D
1089,Paper,D
1090,Scissors,L
1091,Rock,D
1092,Rock,W
1093,Rock,W
1094,Paper,W
1095,Scissors,L
1096,Rock,W
1097,Paper,L
1098,Scissors,W
1099,Rock,L
1100,Rock,L
1101,Rock,W
1102,Paper,L
1103,Rock,W
1104,Paper,W
1105,Rock,L
1106,Rock,W
1107,Rock,L
1108,Rock,L
1109,Paper,W
1110,Scissors,D
1111,Scissors,W
1112,Paper,D
1113,Scissors,D
1114,Scissors,D
1115,Paper,D
1116,Rock,D
1117,Paper,D
1118,Paper,L
1119,Scissors,W
1120,Rock,W
1121,Paper,D
1122,Scissors,L
1123,Scissors,D
1124,Paper,D
1125,Scissors,W
1126,Scissors,W
1127,Paper,L
1128,Scissors,L
1129,Paper,W
1130,Scissors,L
1131,Rock,L
1132,Rock,W
1133,Rock,W
1134,Paper,D
1135,Scissors,D
1136,Rock,W
1137,Paper,W
1138,Scissors,W
1139,Rock,D
1140,Rock,W
1141,Rock,W
1142,Paper,L
1143,Rock,D
1144,Paper,W
1145,Rock,W
1146,Rock,L
1147,Rock,D
1148,Rock,D
1149,Paper,W
1150,Scissors,D
1151,Scissors,L
1152,Paper,W
1153,Scissors,D
1154,Scissors,L
1155,Paper,L
1156,Rock,L
1157,Paper,D
1158,Paper,D
1159,Scissors,W
1160,Rock,D
1161,Paper,L
1162,Scissors,W
1163,Scissors,D
1164,Paper,D
1165,Scissors,W
1166,Scissors,L
1167,Paper,D
1168,Scissors,D
1169,Paper,W
1170,Scissors,L
1171,Rock,L
1172,Rock,L
1173,Rock,L
1174,Paper,W
1175,Scissors,W
1176,Rock,L
1177,Paper,L
1178,Scissors,D
1179,Rock,W
1180,Rock,L
1181,Rock,L
1182,Paper,D
1183,Rock,L
1184,Paper,D
1185,Rock,D
1186,Rock,L
1187,Rock,W
1188,Rock,W
1189,Paper,W
1190,Scissors,W
1191,Scissors,D
1192,Paper,D
1193,Scissors,W
1194,Scissors,D
1195,Paper,D
1196,Rock,L
1197,Paper,L
1198,Paper,W
1199,Scissors,L
1200,Rock,D
1201,Paper,L
1202,Scissors,L
1203,Scissors,L
1204,Paper,D
1205,Scissors,W
1206,Scissors,L
1207,Paper,L
1208,Scissors,D
1209,Paper,L
1210,Scissors,W
1211,Rock,L
1212,Rock,D
1213,Rock,D
1214,Paper,W
1215,Scissors,D
1216,Rock,D
1217,Paper,D
1218,Scissors,L
1219,Rock,L
1220,Rock,L
1221,Rock,W
1222,Paper,D
1223,Rock,W
1224,Paper,W
1225,Rock,W
1226,Rock,L
1227,Rock,W
1228,Rock,W
1229,Paper,W
1230,Scissors,W
1231,Scissors,W
1232,Paper,W
1233,Scissors,D
1234,Scissors,W
1235,Paper,L
1236,Rock,W
1237,Paper,W
1238,Paper,D
1239,Scissors,W
1240,Rock,L
1241,Paper,W
1242,Scissors,L
1243,Scissors,D
1244,Paper,D
1245,Scissors,D
1246,Scissors,W
1247,Paper,W
1248,Scissors,L
1249,Paper,D
1250,Scissors,D
1251,Rock,L
1252,Rock,D
1253,Rock,L
1254,Paper,W
1255,Scissors,L
1256,Rock,W
1257,Paper,L
1258,Scissors,D
1259,Rock,L
1260,Rock,D
1261,Rock,D
1262,Paper,L
1263,Rock,W
1264,Paper,L
1265,Rock,D
1266,Rock,L
1267,Rock,L
1268,Rock,W
1269,Paper,W
1270,Scissors,W
1271,Scissors,D
1272,Paper,W
1273,Scissors,D
1274,Scissors,D
1275,Paper,D
1276,Rock,W
1277,Paper,D
1278,Paper,L
1279,Scissors,L
1280,Rock,L
1281,Paper,L
1282,Scissors,D
1283,Scissors,W
1284,Paper,D
1285,Scissors,L
1286,Scissors,D
1287,Paper,D
1288,Scissors,D
1289,Paper,L
1290,Scissors,W
1291,Rock,W
1292,Rock,W
1293,Rock,L
1294,Paper,D
1295,Scissors,D
1296,Rock,W
1297,Paper,W
1298,Scissors,L
1299,Rock,L
1300,Rock,D
1301,Rock,W
1302,Paper,L
1303,Rock,L
1304,Paper,W
1305,Rock,L
1306,Rock,D
1307,Rock,W
1308,Rock,W
1309,Paper,W
1310,Scissors,W
1311,Scissors,D
1312,Paper,L
1313,Scissors,L
1314,Scissors,D
1315,Paper,D
1316,Rock,W
1317,Paper,W
1318,Paper,D
1319,Scissors,L
1320,Rock,W
1321,Paper,L
1322,Scissors,D
1323,Scissors,D
1324,Paper,W
1325,Scissors,D
1326,Scissors,W
1327,Paper,D
1328,Scissors,W
1329,Paper,L
1330,Scissors,L
1331,Rock,D
1332,Rock,L
1333,Rock,L
1334,Paper,W
1335,Scissors,W
1336,Rock,L
1337,Paper,L
1338,Scissors,D
1339,Rock,W
1340,Rock,D
1341,Rock,D
1342,Paper,L
1343,Rock,W
1344,Paper,L
1345,Rock,L
1346,Rock,W
1347,Rock,D
1348,Rock,D
1349,Paper,W
1350,Scissors,W
1351,Scissors,W
1352,Paper,D
1353,Scissors,D
1354,Scissors,W
1355,Paper,L
1356,Rock,W
1357,Paper,L
1358,Paper,D
1359,Scissors,W
1360,Rock,D
1361,Paper,W
1362,Scissors,D
1363,Scissors,D
1364,Paper,D
1365,Scissors,W
1366,Scissors,D
1367,Paper,L
1368,Scissors,D
1369,Paper,L
1370,Scissors,L
1371,Rock,L
1372,Rock,W
1373,Rock,D
1374,Paper,L
1375,Scissors,L
1376,Rock,D
1377,Paper,L
1378,Scissors,D
1379,Rock,L
1380,Rock,L
1381,Rock,W
1382,Paper,W
1383,Rock,L
1384,Paper,D
1385,Rock,W
1386,Rock,D
1387,Rock,L
1388,Rock,D
1389,Paper,L
1390,Scissors,D
1391,Scissors,D
1392,Paper,D
1393,Scissors,D
1394,Scissors,D
1395,Paper,L
1396,Rock,L
1397,Paper,L
1398,Paper,L
1399,Scissors,W
1400,Rock,D
1401,Paper,L
1402,Scissors,D
1403,Scissors,D
1404,Paper,L
1405,Scissors,L
1406,Scissors,W
1407,Paper,D
1408,Scissors,L
1409,Paper,W
1410,Scissors,D
1411,Rock,W
1412,Rock,W
1413,Rock,L
1414,Paper,L
1415,Scissors,L
1416,Rock,D
1417,Paper,W
1418,Scissors,L
1419,Rock,D
1420,Rock,W
1421,Rock,W
1422,Paper,W
1423,Rock,D
1424,Paper,L
1425,Rock,D
1426,Rock,D
1427,Rock,L
1428,Rock,L
1429,Paper,W
1430,Scissors,D
1431,Scissors,D
1432,Paper,L
1433,Scissors,L
1434,Scissors,W
1435,Paper,L
1436,Rock,D
1437,Paper,D
1438,Paper,D
1439,Scissors,L
1440,Rock,D
1441,Paper,D
1442,Scissors,D
1443,Scissors,D
1444,Paper,L
1445,Scissors,D
1446,Scissors,D
1447,Paper,W
1448,Scissors,D
1449,Paper,L
1450,Scissors,L
1451,Rock,W
1452,Rock,D
1453,Rock,L
1454,Paper,W
1455,Scissors,W
1456,Rock,W
1457,Paper,L
1458,Scissors,D
1459,Rock,D
1460,Rock,D
1461,Rock,W
1462,Paper,W
1463,Rock,L
1464,Paper,W
1465,Rock,W
1466,Rock,L
1467,Rock,W
1468,Rock,W
1469,Paper,D
1470,Scissors,W
1471,Scissors,L
1472,Paper,D
1473,Scissors,D
1474,Scissors,L
1475,Paper,W
1476,Rock,L
1477,Paper,L
1478,Paper,L
1479,Scissors,W
1480,Rock,D
1481,Paper,D
1482,Scissors,W
1483,Scissors,W
1484,Paper,L
1485,Scissors,W
1486,Scissors,L
1487,Paper,D
1488,Scissors,W
1489,Paper,L
1490,Scissors,W
1491,Rock,W
1492,Rock,L
1493,Rock,W
1494,Paper,W
1495,Scissors,L
1496,Rock,D
1497,Paper,L
1498,Scissors,D
1499,Rock,D
1500,Rock,D
1501,Rock,D
1502,Paper,L
1503,Rock,L
1504,Paper,D
1505,Rock,L
1506,Rock,D
1507,Rock,L
1508,Rock,L
1509,Paper,W
1510,Scissors,D
1511,Scissors,D
1512,Paper,L
1513,Scissors,W
1514,Scissors,W
1515,Paper,W
1516,Rock,W
1517,Paper,W
1518,Paper,W
1519,Scissors,D
1520,Rock,D
1521,Paper,D
1522,Scissors,W
1523,Scissors,W
1524,Paper,W
1525,Scissors,W
1526,Scissors,L
1527,Paper,L
1528,Scissors,D
1529,Paper,L
1530,Scissors,L
1531,Rock,W
1532,Rock,L
1533,Rock,W
1534,Paper,D
1535,Scissors,L
1536,Rock,W
1537,Paper,W
1538,Scissors,D
1539,Rock,L
1540,Rock,W
1541,Rock,D
1542,Paper,D
1543,Rock,W
1544,Paper,D
1545,Rock,W
1546,Rock,W
1547,Rock,W
1548,Rock,W
1549,Paper,L
1550,Scissors,L
1551,Scissors,D
1552,Paper,W
1553,Scissors,W
1554,Scissors,L
1555,Paper,L
1556,Rock,W
1557,Paper,D
1558,Paper,D
1559,Scissors,L
1560,Rock,D
1561,Paper,W
1562,Scissors,L
1563,Scissors,L
1564,Paper,L
1565,Scissors,D
1566,Scissors,D
1567,Paper,D
1568,Scissors,D
1569,Paper,L
1570,Scissors,D
1571,Rock,W
1572,Rock,W
1573,Rock,L
1574,Paper,L
1575,Scissors,D
1576,Rock,L
1577,Paper,L
1578,Scissors,W
1579,Rock,L
1580,Rock,W
1581,Rock,W
1582,Paper,L
1583,Rock,D
1584,Paper,D
1585,Rock,L
1586,Rock,D
1587,Rock,D
1588,Rock,W
1589,Paper,D
1590,Scissors,D
1591,Scissors,D
1592,Paper,W
1593,Scissors,D
1594,Scissors,L
1595,Paper,D
1596,Rock,D
1597,Paper,D
1598,Paper,W
1599,Scissors,D
1600,Rock,W
1601,Paper,D
1602,Scissors,D
1603,Scissors,L
1604,Paper,D
1605,Scissors,W
