,agents_choice,result
160,Rock,L
161,Scissors,W
162,Scissors,W
163,Rock,L
164,Scissors,W
165,Scissors,W
166,Scissors,W
167,Rock,L
168,Rock,L
169,Rock,L
170,Scissors,W
171,Rock,L
172,Paper,D
173,Scissors,W
174,Rock,L
175,Scissors,W
176,Rock,L
177,Paper,D
178,Rock,L
179,Scissors,W
180,Rock,L
181,Scissors,W
182,Rock,L
183,Paper,D
184,Rock,L
185,Paper,D
186,Scissors,W
187,Paper,D
188,Paper,D
189,Paper,D
190,Paper,D
191,Paper,D
192,Rock,L
193,Rock,L
194,Paper,D
195,Paper,D
196,Rock,L
197,Scissors,W
198,Paper,D
199,Rock,L
200,Paper,D
201,Rock,L
202,Scissors,W
203,Scissors,W
204,Rock,L
205,Paper,D
206,Paper,D
207,Rock,L
208,Rock,L
209,Paper,D
210,Paper,D
211,Paper,D
212,Scissors,W
213,Rock,L
214,Paper,D
215,Paper,D
216,Paper,D
217,Paper,D
218,Rock,L
219,Paper,D
220,Paper,D
221,Rock,L
222,Rock,L
223,Rock,L
224,Scissors,W
225,Rock,L
226,Rock,L
227,Scissors,W
228,Paper,D
229,Scissors,W
230,Rock,L
231,Rock,L
232,Rock,L
233,Scissors,W
234,Rock,L
235,Scissors,W
236,Scissors,W
237,Paper,D
238,Paper,D
239,Scissors,W
240,Rock,L
241,Rock,L
242,Paper,D
243,Rock,L
244,Rock,L
245,Scissors,W
246,Scissors,W
247,Rock,L
248,Rock,L
249,Scissors,W
250,Scissors,W
251,Scissors,W
252,Paper,D
253,Rock,L
254,Rock,L
255,Rock,L
256,Rock,L
257,Rock,L
258,Paper,D
259,Rock,L
260,Paper,D
261,Scissors,W
262,Paper,D
263,Scissors,W
264,Scissors,W
265,Scissors,W
266,Rock,L
267,Paper,D
268,Scissors,W
269,Paper,D
270,Scissors,W
271,Rock,L
272,Rock,L
273,Rock,L
274,Paper,D
275,Scissors,W
276,Scissors,W
277,Scissors,W
278,Scissors,W
279,Rock,L
280,Rock,L
281,Rock,L
282,Scissors,W
283,Paper,D
284,Rock,L
285,Scissors,W
286,Paper,D
287,Rock,L
288,Scissors,W
289,Scissors,W
290,Rock,L
291,Paper,D
292,Rock,L
293,Rock,L
294,Scissors,W
295,Rock,L
296,Paper,D
297,Paper,D
298,Paper,D
299,Scissors,W
300,Rock,L
301,Rock,L
302,Paper,D
303,Paper,D
304,Rock,L
305,Paper,D
306,Rock,L
307,Paper,D
308,Rock,L
309,Rock,L
310,Paper,D
311,Rock,L
312,Paper,D
313,Paper,D
314,Scissors,W
315,Rock,L
316,Scissors,W
317,Rock,L
318,Paper,D
319,Paper,D
320,Paper,D
321,Scissors,W
322,Paper,D
323,Paper,D
324,Rock,L
325,Rock,L
326,Paper,D
327,Scissors,W
328,Paper,D
329,Scissors,W
330,Rock,L
331,Scissors,W
332,Rock,L
333,Scissors,W
334,Rock,L
335,Rock,L
336,Scissors,W
337,Paper,D
338,Paper,D
339,Scissors,W
340,Rock,L
341,Scissors,W
342,Rock,L
343,Paper,D
344,Paper,D
345,Paper,D
346,Paper,D
347,Paper,D
348,Rock,L
349,Rock,L
350,Paper,D
351,Paper,D
352,Paper,D
353,Rock,L
354,Rock,L
355,Scissors,W
356,Paper,D
357,Paper,D
358,Rock,L
359,Paper,D
360,Rock,L
361,Rock,L
362,Paper,D
363,Rock,L
364,Rock,L
365,Rock,L
366,Rock,L
367,Rock,L
368,Rock,L
369,Paper,D
370,Rock,L
371,Scissors,W
372,Rock,L
373,Rock,L
374,Scissors,W
375,Scissors,W
376,Scissors,W
377,Paper,D
378,Rock,L
379,Scissors,W
380,Paper,D
381,Paper,D
382,Scissors,W
383,Paper,D
384,Scissors,W
385,Rock,L
386,Scissors,W
387,Scissors,W
388,Rock,L
389,Scissors,W
390,Scissors,W
391,Rock,L
392,Paper,D
393,Rock,L
394,Paper,D
395,Paper,D
396,Rock,L
397,Scissors,W
398,Paper,D
399,Scissors,W
400,Scissors,W
401,Rock,L
402,Rock,L
403,Paper,D
404,Paper,D
405,Paper,D
406,Rock,L
407,Rock,L
408,Paper,D
409,Scissors,W
410,Scissors,W
411,Paper,D
412,Scissors,W
413,Paper,D
414,Paper,D
415,Paper,D
416,Scissors,W
417,Scissors,W
418,Rock,L
419,Scissors,W
420,Rock,L
421,Scissors,W
422,Rock,L
423,Rock,L
424,Rock,L
425,Scissors,W
426,Scissors,W
427,Paper,D
428,Scissors,W
429,Scissors,W
430,Scissors,W
431,Rock,L
432,Rock,L
433,Paper,D
434,Rock,L
435,Paper,D
436,Scissors,W
437,Scissors,W
438,Paper,D
439,Paper,D
440,Scissors,W
441,Paper,D
442,Scissors,W
443,Paper,D
444,Rock,L
445,Scissors,W
446,Paper,D
447,Scissors,W
448,Scissors,W
449,Scissors,W
450,Scissors,W
451,Rock,L
452,Paper,D
453,Scissors,W
454,Rock,L
455,Rock,L
456,Paper,D
457,Scissors,W
458,Rock,L
459,Rock,L
460,Paper,D
461,Paper,D
462,Scissors,W
463,Rock,L
464,Paper,D
465,Paper,D
466,Scissors,W
467,Paper,D
468,Rock,L
469,Scissors,W
470,Rock,L
471,Scissors,W
472,Scissors,W
473,Scissors,W
474,Scissors,W
475,Scissors,W
476,Rock,L
477,Rock,L
478,Scissors,W
479,Paper,D
480,Paper,D
481,Scissors,W
482,Scissors,W
483,Rock,L
484,Scissors,W
485,Rock,L
486,Rock,L
487,Scissors,W
488,Rock,L
489,Scissors,W
490,Rock,L
491,Scissors,W
492,Scissors,W
493,Scissors,W
494,Scissors,W
495,Paper,D
496,Paper,D
497,Paper,D
498,Rock,L
499,Paper,D
500,Rock,L
501,Rock,L
502,Rock,L
503,Paper,D
504,Paper,D
505,Scissors,W
506,Paper,D
507,Paper,D
508,Scissors,W
509,Scissors,W
510,Scissors,W
511,Rock,L
512,Paper,D
513,Paper,D
514,Paper,D
515,Scissors,W
516,Paper,D
517,Paper,D
518,Paper,D
519,Scissors,W
520,Paper,D
521,Paper,D
522,Rock,L
523,Paper,D
524,Scissors,W
525,Rock,L
526,Paper,D
527,Rock,L
528,Paper,D
529,Rock,L
530,Scissors,W
531,Scissors,W
532,Paper,D
533,Rock,L
534,Paper,D
535,Scissors,W
536,Rock,L
537,Scissors,W
538,Rock,L
539,Rock,L
540,Rock,L
541,Rock,L
542,Scissors,W
543,Paper,D
544,Scissors,W
545,Paper,D
546,Rock,L
547,Paper,D
548,Rock,L
549,Paper,D
550,Rock,L
551,Scissors,W
552,Paper,D
553,Scissors,W
554,Paper,D
555,Rock,L
556,Paper,D
557,Rock,L
558,Rock,L
559,Rock,L
560,Rock,L
561,Scissors,W
562,Rock,L
563,Scissors,W
564,Paper,D
565,Paper,D
566,Rock,L
567,Rock,L
568,Scissors,W
569,Scissors,W
570,Scissors,W
571,Rock,L
572,Paper,D
573,Rock,L
574,Paper,D
575,Paper,D
576,Paper,D
577,Scissors,W
578,Paper,D
579,Scissors,W
580,Paper,D
581,Scissors,W
582,Scissors,W
583,Rock,L
584,Scissors,W
585,Paper,D
586,Paper,D
587,Paper,D
588,Scissors,W
589,Rock,L
590,Rock,L
591,Rock,L
592,Rock,L
593,Scissors,W
594,Rock,L
595,Rock,L
596,Paper,D
597,Scissors,W
598,Rock,L
599,Rock,L
600,Scissors,W
601,Rock,L
602,Paper,D
603,Paper,D
604,Rock,L
605,Scissors,W
606,Paper,D
607,Scissors,W
608,Scissors,W
609,Scissors,W
610,Paper,D
611,Rock,L
612,Scissors,W
613,Rock,L
614,Rock,L
615,Rock,L
616,Rock,L
617,Paper,D
618,Paper,D
619,Rock,L
620,Scissors,W
621,Rock,L
622,Rock,L
623,Scissors,W
624,Paper,D
625,Rock,L
626,Scissors,W
627,Paper,D
628,Scissors,W
629,Rock,L
630,Rock,L
631,Scissors,W
632,Scissors,W
633,Rock,L
634,Paper,D
635,Scissors,W
636,Paper,D
637,Scissors,W
638,Scissors,W
639,Rock,L
640,Paper,D
641,Rock,L
642,Paper,D
643,Paper,D
644,Paper,D
645,Rock,L
646,Scissors,W
647,Scissors,W
648,Scissors,W
649,Rock,L
650,Scissors,W
651,Rock,L
652,Paper,D
653,Paper,D
654,Rock,L
655,Paper,D
656,Rock,L
657,Rock,L
658,Rock,L
659,Paper,D
660,Paper,D
661,Rock,L
662,Scissors,W
663,Rock,L
664,Rock,L
665,Scissors,W
666,Paper,D
667,Scissors,W
668,Paper,D
669,Paper,D
670,Scissors,W
671,Rock,L
672,Rock,L
673,Rock,L
674,Rock,L
675,Scissors,W
676,Paper,D
677,Scissors,W
678,Rock,L
679,Scissors,W
680,Scissors,W
681,Scissors,W
682,Rock,L
683,Rock,L
684,Scissors,W
685,Rock,L
686,Rock,L
687,Rock,L
688,Rock,L
689,Scissors,W
690,Rock,L
691,Paper,D
692,Scissors,W
693,Paper,D
694,Rock,L
695,Rock,L
696,Paper,D
697,Rock,L
698,Scissors,W
699,Rock,L
700,Scissors,W
701,Scissors,W
702,Paper,D
703,Paper,D
704,Rock,L
705,Paper,D
706,Paper,D
707,Scissors,W
708,Rock,L
709,Scissors,W
710,Paper,D
711,Paper,D
712,Scissors,W
713,Scissors,W
714,Rock,L
715,Paper,D
716,Rock,L
717,Rock,L
718,Paper,D
719,Scissors,W
720,Paper,D
721,Paper,D
722,Scissors,W
723,Rock,L
724,Scissors,W
725,Scissors,W
726,Scissors,W
727,Rock,L
728,Paper,D
729,Scissors,W
730,Scissors,W
731,Paper,D
732,Paper,D
733,Paper,D
734,Paper,D
735,Rock,L
736,Rock,L
737,Rock,L
738,Rock,L
739,Scissors,W
740,Scissors,W
741,Rock,L
742,Scissors,W
743,Paper,D
744,Paper,D
745,Rock,L
746,Scissors,W
747,Rock,L
748,Scissors,W
749,Rock,L
750,Scissors,W
751,Scissors,W
752,Rock,L
753,Rock,L
754,Rock,L
755,Paper,D
756,Paper,D
757,Scissors,W
758,Paper,D
759,Paper,D
760,Paper,D
761,Paper,D
762,Scissors,W
763,Rock,L
764,Rock,L
765,Rock,L
766,Scissors,W
767,Paper,D
768,Paper,D
769,Rock,L
770,Rock,L
771,Scissors,W
772,Scissors,W
773,Paper,D
774,Rock,L
775,Scissors,W
776,Scissors,W
777,Scissors,W
778,Paper,D
779,Paper,D
780,Paper,D
781,Rock,L
782,Scissors,W
783,Paper,D
784,Rock,L
785,Paper,D
786,Rock,L
787,Paper,D
788,Rock,L
789,Paper,D
790,Scissors,W
791,Scissors,W
792,Scissors,W
793,Paper,D
794,Rock,L
795,Rock,L
796,Paper,D
797,Paper,D
798,Paper,D
799,Rock,L
800,Paper,D
801,Rock,L
802,Rock,L
803,Rock,L
804,Paper,D
805,Paper,D
806,Paper,D
807,Rock,L
808,Scissors,W
809,Paper,D
810,Scissors,W
811,Scissors,W
812,Rock,L
813,Rock,L
814,Scissors,W
815,Paper,D
816,Scissors,W
817,Paper,D
818,Rock,L
819,Scissors,W
820,Paper,D
821,Paper,D
822,Scissors,W
823,Rock,L
824,Rock,L
825,Rock,L
826,Scissors,W
827,Paper,D
828,Paper,D
829,Scissors,W
830,Rock,L
831,Rock,L
832,Rock,L
833,Scissors,W
834,Paper,D
835,Rock,L
836,Paper,D
837,Scissors,W
838,Paper,D
839,Paper,D
840,Rock,L
841,Paper,D
842,Rock,L
843,Paper,D
844,Paper,D
845,Paper,D
846,Rock,L
847,Rock,L
848,Scissors,W
849,Scissors,W
850,Rock,L
851,Scissors,W
852,Scissors,W
853,Scissors,W
854,Rock,L
855,Rock,L
856,Scissors,W
857,Scissors,W
858,Scissors,W
859,Scissors,W
860,Paper,D
861,Paper,D
862,Paper,D
863,Scissors,W
864,Scissors,W
865,Paper,D
866,Scissors,W
867,Scissors,W
868,Scissors,W
869,Paper,D
870,Scissors,W
871,Paper,D
872,Rock,L
873,Paper,D
874,Scissors,W
875,Scissors,W
876,Scissors,W
877,Paper,D
878,Rock,L
879,Scissors,W
880,Scissors,W
881,Scissors,W
882,Scissors,W
883,Rock,L
884,Paper,D
885,Scissors,W
886,Rock,L
887,Scissors,W
888,Scissors,W
889,Paper,D
890,Scissors,W
891,Paper,D
892,Paper,D
893,Scissors,W
894,Paper,D
895,Rock,L
896,Paper,D
897,Rock,L
898,Paper,D
899,Rock,L
900,Paper,D
901,Rock,L
902,Scissors,W
903,Scissors,W
904,Paper,D
905,Scissors,W
906,Paper,D
907,Scissors,W
908,Rock,L
909,Rock,L
910,Paper,D
911,Scissors,W
912,Scissors,W
913,Paper,D
914,Paper,D
915,Scissors,W
916,Paper,D
917,Rock,L
918,Rock,L
919,Rock,L
920,Scissors,W
921,Rock,L
922,Paper,D
923,Scissors,W
924,Rock,L
925,Paper,D
926,Scissors,W
927,Rock,L
928,Rock,L
929,Scissors,W
930,Rock,L
931,Scissors,W
932,Rock,L
933,Paper,D
934,Paper,D
935,Rock,L
936,Paper,D
937,Scissors,W
938,Rock,L
939,Rock,L
940,Paper,D
941,Paper,D
942,Rock,L
943,Paper,D
944,Scissors,W
945,Paper,D
946,Paper,D
947,Paper,D
948,Paper,D
949,Scissors,W
950,Scissors,W
951,Rock,L
952,Scissors,W
953,Rock,L
954,Scissors,W
955,Rock,L
956,Paper,D
957,Paper,D
958,Paper,D
959,Paper,D
960,Scissors,W
961,Paper,D
962,Paper,D
963,Paper,D
964,Paper,D
965,Paper,D
966,Paper,D
967,Paper,D
968,Paper,D
969,Rock,L
970,Rock,L
971,Paper,D
972,Paper,D
973,Rock,L
974,Rock,L
975,Scissors,W
976,Rock,L
977,Paper,D
978,Scissors,W
979,Rock,L
980,Rock,L
981,Scissors,W
982,Rock,L
983,Scissors,W
984,Paper,D
985,Rock,L
986,Rock,L
987,Paper,D
988,Paper,D
989,Paper,D
990,Rock,L
991,Scissors,W
992,Paper,D
993,Scissors,W
994,Scissors,W
995,Scissors,W
996,Paper,D
997,Rock,L
998,Paper,D
999,Rock,L
1000,Scissors,W
1001,Paper,D
1002,Rock,L
1003,Paper,D
1004,Rock,L
1005,Rock,L
1006,Rock,L
1007,Scissors,W
1008,Paper,D
1009,Scissors,W
1010,Rock,L
1011,Rock,L
1012,Paper,D
1013,Paper,D
1014,Paper,D
1015,Scissors,W
1016,Rock,L
1017,Rock,L
1018,Paper,D
1019,Scissors,W
1020,Paper,D
1021,Scissors,W
1022,Scissors,W
1023,Paper,D
1024,Scissors,W
1025,Scissors,W
1026,Paper,D
1027,Paper,D
1028,Scissors,W
1029,Paper,D
1030,Rock,L
1031,Scissors,W
1032,Scissors,W
1033,Scissors,W
1034,Scissors,W
1035,Rock,L
1036,Scissors,W
1037,Paper,D
1038,Scissors,W
1039,Scissors,W
1040,Scissors,W
1041,Paper,D
1042,Rock,L
1043,Scissors,W
1044,Paper,D
1045,Rock,L
1046,Scissors,W
1047,Paper,D
1048,Rock,L
1049,Rock,L
1050,Paper,D
1051,Paper,D
1052,Rock,L
1053,Rock,L
1054,Scissors,W
1055,Rock,L
1056,Rock,L
1057,Rock,L
1058,Rock,L
1059,Rock,L
1060,Rock,L
1061,Rock,L
1062,Scissors,W
1063,Paper,D
1064,Rock,L
1065,Paper,D
1066,Scissors,W
1067,Scissors,W
1068,Scissors,W
1069,Scissors,W
1070,Rock,L
1071,Scissors,W
1072,Rock,L
1073,Paper,D
1074,Scissors,W
1075,Rock,L
1076,Paper,D
1077,Rock,L
1078,Rock,L
1079,Paper,D
1080,Paper,D
1081,Paper,D
1082,Paper,D
1083,Scissors,W
1084,Scissors,W
1085,Scissors,W
1086,Paper,D
1087,Scissors,W
1088,Rock,L
1089,Rock,L
1090,Rock,L
1091,Rock,L
1092,Rock,L
1093,Rock,L
1094,Paper,D
1095,Rock,L
1096,Rock,L
1097,Paper,D
1098,Scissors,W
1099,Scissors,W
1100,Rock,L
1101,Scissors,W
1102,Scissors,W
1103,Scissors,W
1104,Paper,D
1105,Rock,L
1106,Rock,L
1107,Scissors,W
1108,Rock,L
1109,Scissors,W
1110,Rock,L
1111,Rock,L
1112,Scissors,W
1113,Scissors,W
1114,Paper,D
1115,Rock,L
1116,Paper,D
1117,Scissors,W
1118,Scissors,W
1119,Rock,L
1120,Paper,D
1121,Scissors,W
1122,Rock,L
1123,Paper,D
1124,Rock,L
1125,Scissors,W
1126,Scissors,W
1127,Paper,D
1128,Scissors,W
1129,Paper,D
1130,Paper,D
1131,Rock,L
1132,Rock,L
1133,Paper,D
1134,Rock,L
1135,Rock,L
1136,Scissors,W
1137,Scissors,W
1138,Rock,L
1139,Rock,L
1140,Paper,D
1141,Paper,D
1142,Rock,L
1143,Scissors,W
1144,Paper,D
1145,Scissors,W
1146,Rock,L
1147,Scissors,W
1148,Paper,D
1149,Rock,L
1150,Scissors,W
1151,Rock,L
1152,Rock,L
1153,Scissors,W
1154,Rock,L
1155,Paper,D
1156,Rock,L
1157,Rock,L
1158,Scissors,W
1159,Paper,D
1160,Paper,D
1161,Rock,L
1162,Paper,D
1163,Paper,D
1164,Paper,D
1165,Paper,D
1166,Rock,L
1167,Scissors,W
1168,Paper,D
1169,Paper,D
1170,Rock,L
1171,Scissors,W
1172,Paper,D
1173,Paper,D
1174,Paper,D
1175,Rock,L
1176,Rock,L
1177,Scissors,W
1178,Paper,D
1179,Paper,D
1180,Rock,L
1181,Rock,L
1182,Scissors,W
1183,Rock,L
1184,Scissors,W
1185,Paper,D
1186,Scissors,W
1187,Rock,L
1188,Paper,D
1189,Paper,D
1190,Scissors,W
1191,Rock,L
1192,Rock,L
1193,Rock,L
1194,Paper,D
1195,Paper,D
1196,Paper,D
1197,Scissors,W
1198,Rock,L
1199,Paper,D
1200,Scissors,W
1201,Rock,L
1202,Scissors,W
1203,Scissors,W
1204,Scissors,W
1205,Paper,D
1206,Paper,D
1207,Paper,D
1208,Scissors,W
1209,Scissors,W
1210,Scissors,W
1211,Rock,L
1212,Paper,D
1213,Scissors,W
1214,Rock,L
1215,Scissors,W
1216,Rock,L
1217,Scissors,W
1218,Scissors,W
1219,Rock,L
1220,Rock,L
1221,Scissors,W
1222,Rock,L
1223,Rock,L
1224,Rock,L
1225,Paper,D
1226,Scissors,W
1227,Rock,L
1228,Rock,L
1229,Scissors,W
1230,Rock,L
1231,Paper,D
1232,Rock,L
1233,Paper,D
1234,Paper,D
1235,Paper,D
1236,Rock,L
1237,Paper,D
1238,Paper,D
1239,Rock,L
1240,Paper,D
1241,Rock,L
1242,Rock,L
1243,Paper,D
1244,Paper,D
1245,Scissors,W
1246,Scissors,W
1247,Rock,L
1248,Rock,L
1249,Paper,D
1250,Paper,D
1251,Paper,D
1252,Paper,D
1253,Rock,L
1254,Rock,L
1255,Rock,L
1256,Rock,L
1257,Paper,D
1258,Rock,L
1259,Paper,D
1260,Rock,L
1261,Rock,L
1262,Paper,D
1263,Rock,L
1264,Rock,L
1265,Rock,L
1266,Scissors,W
1267,Rock,L
1268,Rock,L
1269,Scissors,W
1270,Rock,L
1271,Paper,D
1272,Scissors,W
1273,Paper,D
1274,Paper,D
1275,Rock,L
1276,Rock,L
1277,Scissors,W
1278,Rock,L
1279,Scissors,W
1280,Scissors,W
1281,Scissors,W
1282,Paper,D
1283,Scissors,W
1284,Scissors,W
1285,Scissors,W
1286,Rock,L
1287,Paper,D
1288,Rock,L
1289,Paper,D
1290,Paper,D
1291,Paper,D
1292,Scissors,W
1293,Paper,D
1294,Paper,D
1295,Scissors,W
1296,Rock,L
1297,Rock,L
1298,Scissors,W
1299,Scissors,W
1300,Paper,D
1301,Scissors,W
1302,Rock,L
1303,Paper,D
1304,Scissors,W
1305,Paper,D
1306,Scissors,W
1307,Scissors,W
1308,Rock,L
1309,Scissors,W
1310,Paper,D
1311,Rock,L
1312,Scissors,W
1313,Rock,L
1314,Scissors,W
1315,Rock,L
1316,Paper,D
1317,Rock,L
1318,Paper,D
1319,Rock,L
1320,Paper,D
1321,Paper,D
1322,Paper,D
1323,Scissors,W
1324,Rock,L
1325,Rock,L
1326,Scissors,W
1327,Rock,L
1328,Scissors,W
1329,Scissors,W
1330,Rock,L
1331,Scissors,W
1332,Scissors,W
1333,Rock,L
1334,Scissors,W
1335,Rock,L
1336,Scissors,W
1337,Paper,D
1338,Paper,D
1339,Paper,D
1340,Paper,D
1341,Rock,L
1342,Rock,L
1343,Rock,L
1344,Rock,L
1345,Scissors,W
1346,Scissors,W
1347,Rock,L
1348,Paper,D
1349,Rock,L
1350,Paper,D
1351,Paper,D
1352,Rock,L
1353,Paper,D
1354,Rock,L
1355,Scissors,W
1356,Scissors,W
1357,Paper,D
1358,Rock,L
1359,Paper,D
1360,Rock,L
1361,Rock,L
1362,Paper,D
1363,Scissors,W
1364,Scissors,W
1365,Paper,D
1366,Rock,L
1367,Scissors,W
1368,Paper,D
1369,Paper,D
1370,Paper,D
1371,Paper,D
1372,Scissors,W
1373,Paper,D
1374,Paper,D
1375,Rock,L
1376,Scissors,W
1377,Rock,L
1378,Scissors,W
1379,Rock,L
1380,Rock,L
1381,Scissors,W
1382,Rock,L
1383,Rock,L
1384,Rock,L
1385,Paper,D
1386,Scissors,W
1387,Paper,D
1388,Scissors,W
1389,Paper,D
1390,Rock,L
1391,Paper,D
1392,Scissors,W
1393,Rock,L
1394,Paper,D
1395,Scissors,W
1396,Paper,D
1397,Paper,D
1398,Scissors,W
1399,Paper,D
1400,Scissors,W
1401,Rock,L
1402,Scissors,W
1403,Rock,L
1404,Rock,L
1405,Scissors,W
1406,Paper,D
1407,Rock,L
1408,Paper,D
1409,Rock,L
1410,Rock,L
1411,Paper,D
1412,Rock,L
1413,Rock,L
1414,Rock,L
1415,Scissors,W
1416,Paper,D
1417,Rock,L
1418,Scissors,W
1419,Scissors,W
1420,Scissors,W
1421,Paper,D
1422,Scissors,W
1423,Scissors,W
1424,Rock,L
1425,Rock,L
1426,Scissors,W
1427,Scissors,W
1428,Scissors,W
1429,Paper,D
1430,Scissors,W
1431,Paper,D
1432,Scissors,W
1433,Rock,L
1434,Rock,L
1435,Scissors,W
1436,Paper,D
1437,Scissors,W
1438,Scissors,W
1439,Scissors,W
1440,Rock,L
1441,Rock,L
1442,Scissors,W
1443,Paper,D
1444,Paper,D
1445,Paper,D
1446,Rock,L
1447,Paper,D
1448,Paper,D
1449,Scissors,W
1450,Paper,D
1451,Scissors,W
1452,Scissors,W
1453,Scissors,W
1454,Rock,L
1455,Paper,D
1456,Scissors,W
1457,Scissors,W
1458,Paper,D
1459,Scissors,W
1460,Rock,L
1461,Paper,D
1462,Rock,L
1463,Rock,L
1464,Paper,D
1465,Paper,D
1466,Rock,L
1467,Rock,L
1468,Paper,D
1469,Scissors,W
1470,Paper,D
1471,Paper,D
1472,Rock,L
1473,Rock,L
1474,Rock,L
1475,Scissors,W
1476,Paper,D
1477,Rock,L
1478,Rock,L
1479,Paper,D
1480,Paper,D
1481,Paper,D
1482,Paper,D
1483,Rock,L
1484,Paper,D
1485,Paper,D
1486,Paper,D
1487,Scissors,W
1488,Paper,D
1489,Paper,D
1490,Paper,D
1491,Paper,D
1492,Rock,L
1493,Scissors,W
1494,Paper,D
1495,Paper,D
1496,Rock,L
1497,Paper,D
1498,Paper,D
1499,Paper,D
1500,Rock,L
1501,Scissors,W
1502,Paper,D
1503,Rock,L
1504,Paper,D
1505,Scissors,W
1506,Paper,D
1507,Scissors,W
1508,Rock,L
1509,Scissors,W
1510,Rock,L
1511,Rock,L
1512,Paper,D
1513,Rock,L
1514,Paper,D
1515,Scissors,W
1516,Scissors,W
1517,Scissors,W
1518,Scissors,W
1519,Paper,D
1520,Paper,D
1521,Scissors,W
1522,Scissors,W
1523,Paper,D
1524,Scissors,W
1525,Rock,L
1526,Scissors,W
1527,Scissors,W
1528,Rock,L
1529,Scissors,W
1530,Paper,D
1531,Rock,L
1532,Rock,L
1533,Scissors,W
1534,Paper,D
1535,Rock,L
1536,Scissors,W
1537,Scissors,W
1538,Paper,D
1539,Scissors,W
1540,Rock,L
1541,Scissors,W
1542,Scissors,W
1543,Paper,D
1544,Paper,D
1545,Scissors,W
1546,Scissors,W
1547,Rock,L
1548,Scissors,W
1549,Rock,L
1550,Scissors,W
1551,Scissors,W
1552,Paper,D
1553,Rock,L
1554,Rock,L
1555,Paper,D
1556,Paper,D
1557,Rock,L
1558,Scissors,W
1559,Scissors,W
1560,Rock,L
1561,Scissors,W
1562,Rock,L
1563,Scissors,W
1564,Rock,L
1565,Rock,L
1566,Paper,D
1567,Rock,L
1568,Rock,L
1569,Paper,D
1570,Rock,L
1571,Scissors,W
1572,Rock,L
1573,Scissors,W
1574,Paper,D
1575,Scissors,W
1576,Scissors,W
1577,Paper,D
1578,Scissors,W
1579,Paper,D
1580,Paper,D
1581,Paper,D
1582,Rock,L
1583,Paper,D
1584,Scissors,W
1585,Paper,D
1586,Rock,L
1587,Scissors,W
1588,Scissors,W
1589,Rock,L
1590,Scissors,W
1591,Paper,D
1592,Scissors,W
1593,Rock,L
1594,Rock,L
1595,Rock,L
1596,Paper,D
1597,Paper,D
1598,Rock,L
1599,Scissors,W
1600,Scissors,W
1601,Rock,L
1602,Rock,L
1603,Scissors,W
1604,Rock,L
1605,Scissors,W
