,agents_choice,result
632,Paper,W
633,Paper,L
634,Paper,D
635,Paper,W
636,Paper,D
637,Paper,W
638,Paper,W
639,Paper,L
640,Paper,D
641,Paper,L
642,Paper,D
643,Paper,D
644,Paper,D
645,Paper,L
646,Paper,W
647,Paper,W
648,Paper,W
649,Paper,L
650,Paper,W
651,Paper,L
652,Paper,D
653,Paper,D
654,Paper,L
655,Paper,D
656,Paper,L
657,Paper,L
658,Paper,L
659,Paper,D
660,Paper,D
661,Paper,L
662,Paper,W
663,Paper,L
664,Paper,L
665,Paper,W
666,Paper,D
667,Paper,W
668,Paper,D
669,Paper,D
670,Paper,W
671,Paper,L
672,Paper,L
673,Paper,L
674,Paper,L
675,Paper,W
676,Paper,D
677,Paper,W
678,Paper,L
679,Paper,W
680,Paper,W
681,Paper,W
682,Paper,L
683,Paper,L
684,Paper,W
685,Paper,L
686,Paper,L
687,Paper,L
688,Paper,L
689,Paper,W
690,Paper,L
691,Paper,D
692,Paper,W
693,Paper,D
694,Paper,L
695,Paper,L
696,Paper,D
697,Paper,L
698,Paper,W
699,Paper,L
700,Paper,W
701,Paper,W
702,Paper,D
703,Paper,D
704,Paper,L
705,Paper,D
706,Paper,D
707,Paper,W
708,Paper,L
709,Paper,W
710,Paper,D
711,Paper,D
712,Paper,W
713,Paper,W
714,Paper,L
715,Paper,D
716,Paper,L
717,Paper,L
718,Paper,D
719,Paper,W
720,Paper,D
721,Paper,D
722,Paper,W
723,Paper,L
724,Paper,W
725,Paper,W
726,Paper,W
727,Paper,L
728,Paper,D
729,Paper,W
730,Paper,W
731,Paper,D
732,Paper,D
733,Paper,D
734,Paper,D
735,Paper,L
736,Paper,L
737,Paper,L
738,Paper,L
739,Paper,W
740,Paper,W
741,Paper,L
742,Paper,W
743,Paper,D
744,Paper,D
745,Paper,L
746,Paper,W
747,Paper,L
748,Paper,W
749,Paper,L
750,Paper,W
751,Paper,W
752,Paper,L
753,Paper,L
754,Paper,L
755,Paper,D
756,Paper,D
757,Paper,W
758,Paper,D
759,Paper,D
760,Paper,D
761,Paper,D
762,Paper,W
763,Paper,L
764,Paper,L
765,Paper,L
766,Paper,W
767,Paper,D
768,Paper,D
769,Paper,L
770,Paper,L
771,Paper,W
772,Paper,W
773,Paper,D
774,Paper,L
775,Paper,W
776,Paper,W
777,Paper,W
778,Paper,D
779,Paper,D
780,Paper,D
781,Paper,L
782,Paper,W
783,Paper,D
784,Paper,L
785,Paper,D
786,Paper,L
787,Paper,D
788,Paper,L
789,Paper,D
790,Paper,W
791,Paper,W
792,Paper,W
793,Paper,D
794,Paper,L
795,Paper,L
796,Paper,D
797,Paper,D
798,Paper,D
799,Paper,L
800,Paper,D
801,Paper,L
802,Paper,L
803,Paper,L
804,Paper,D
805,Paper,D
806,Paper,D
807,Paper,L
808,Paper,W
809,Paper,D
810,Paper,W
811,Paper,W
812,Paper,L
813,Paper,L
814,Paper,W
815,Paper,D
816,Paper,W
817,Paper,D
818,Paper,L
819,Paper,W
820,Paper,D
821,Paper,D
822,Paper,W
823,Paper,L
824,Paper,L
825,Paper,L
826,Paper,W
827,Paper,D
828,Paper,D
829,Paper,W
830,Paper,L
831,Paper,L
832,Paper,L
833,Paper,W
834,Paper,D
835,Paper,L
836,Paper,D
837,Paper,W
838,Paper,D
839,Paper,D
840,Paper,L
841,Paper,D
842,Paper,L
843,Paper,D
844,Paper,D
845,Paper,D
846,Paper,L
847,Paper,L
848,Paper,W
849,Paper,W
850,Paper,L
851,Paper,W
852,Paper,W
853,Paper,W
854,Paper,L
855,Paper,L
856,Paper,W
857,Paper,W
858,Paper,W
859,Paper,W
860,Paper,D
861,Paper,D
862,Paper,D
863,Paper,W
864,Paper,W
865,Paper,D
866,Paper,W
867,Paper,W
868,Paper,W
869,Paper,D
870,Paper,W
871,Paper,D
872,Paper,L
873,Paper,D
874,Paper,W
875,Paper,W
876,Paper,W
877,Paper,D
878,Paper,L
879,Paper,W
880,Paper,W
881,Paper,W
882,Paper,W
883,Paper,L
884,Paper,D
885,Paper,W
886,Paper,L
887,Paper,W
888,Paper,W
889,Paper,D
890,Paper,W
891,Paper,D
892,Paper,D
893,Paper,W
894,Paper,D
895,Paper,L
896,Paper,D
897,Paper,L
898,Paper,D
899,Paper,L
900,Paper,D
901,Paper,L
902,Paper,W
903,Paper,W
904,Paper,D
905,Paper,W
906,Paper,D
907,Paper,W
908,Paper,L
909,Paper,L
910,Paper,D
911,Paper,W
912,Paper,W
913,Paper,D
914,Paper,D
915,Paper,W
916,Paper,D
917,Paper,L
918,Paper,L
919,Paper,L
920,Paper,W
921,Paper,L
922,Paper,D
923,Paper,W
924,Paper,L
925,Paper,D
926,Paper,W
927,Paper,L
928,Paper,L
929,Paper,W
930,Paper,L
931,Paper,W
932,Paper,L
933,Paper,D
934,Paper,D
935,Paper,L
936,Paper,D
937,Paper,W
938,Paper,L
939,Paper,L
940,Paper,D
941,Paper,D
942,Paper,L
943,Paper,D
944,Paper,W
945,Paper,D
946,Paper,D
947,Paper,D
948,Paper,D
949,Paper,W
950,Paper,W
951,Paper,L
952,Paper,W
953,Paper,L
954,Paper,W
955,Paper,L
956,Paper,D
957,Paper,D
958,Paper,D
959,Paper,D
960,Paper,W
961,Paper,D
962,Paper,D
963,Paper,D
964,Paper,D
965,Paper,D
966,Paper,D
967,Paper,D
968,Paper,D
969,Paper,L
970,Paper,L
971,Paper,D
972,Paper,D
973,Paper,L
974,Paper,L
975,Paper,W
976,Paper,L
977,Paper,D
978,Paper,W
979,Paper,L
980,Paper,L
981,Paper,W
982,Paper,L
983,Paper,W
984,Paper,D
985,Paper,L
986,Paper,L
987,Paper,D
988,Paper,D
989,Paper,D
990,Paper,L
991,Paper,W
992,Paper,D
993,Paper,W
994,Paper,W
995,Paper,W
996,Paper,D
997,Paper,L
998,Paper,D
999,Paper,L
1000,Paper,W
1001,Paper,D
1002,Paper,L
1003,Paper,D
1004,Paper,L
1005,Paper,L
1006,Paper,L
1007,Paper,W
1008,Paper,D
1009,Paper,W
1010,Paper,L
1011,Paper,L
1012,Paper,D
1013,Paper,D
1014,Paper,D
1015,Paper,W
1016,Paper,L
1017,Paper,L
1018,Paper,D
1019,Paper,W
1020,Paper,D
1021,Paper,W
1022,Paper,W
1023,Paper,D
1024,Paper,W
1025,Paper,W
1026,Paper,D
1027,Paper,D
1028,Paper,W
1029,Paper,D
1030,Paper,L
1031,Paper,W
1032,Paper,W
1033,Paper,W
1034,Paper,W
1035,Paper,L
1036,Paper,W
1037,Paper,D
1038,Paper,W
1039,Paper,W
1040,Paper,W
1041,Paper,D
1042,Paper,L
1043,Paper,W
1044,Paper,D
1045,Paper,L
1046,Paper,W
1047,Paper,D
1048,Paper,L
1049,Paper,L
1050,Paper,D
1051,Paper,D
1052,Paper,L
1053,Paper,L
1054,Paper,W
1055,Paper,L
1056,Paper,L
1057,Paper,L
1058,Paper,L
1059,Paper,L
1060,Paper,L
1061,Paper,L
1062,Paper,W
1063,Paper,D
1064,Paper,L
1065,Paper,D
1066,Paper,W
1067,Paper,W
1068,Paper,W
1069,Paper,W
1070,Paper,L
1071,Paper,W
1072,Paper,L
1073,Paper,D
1074,Paper,W
1075,Paper,L
1076,Paper,D
1077,Paper,L
1078,Paper,L
1079,Paper,D
1080,Paper,D
1081,Paper,D
1082,Paper,D
1083,Paper,W
1084,Paper,W
1085,Paper,W
1086,Paper,D
1087,Paper,W
1088,Paper,L
1089,Paper,L
1090,Paper,L
1091,Paper,L
1092,Paper,L
1093,Paper,L
1094,Paper,D
1095,Paper,L
1096,Paper,L
1097,Paper,D
1098,Paper,W
1099,Paper,W
1100,Paper,L
1101,Paper,W
1102,Paper,W
1103,Paper,W
1104,Paper,D
1105,Paper,L
1106,Paper,L
1107,Paper,W
1108,Paper,L
1109,Paper,W
1110,Paper,L
1111,Paper,L
1112,Paper,W
1113,Paper,W
1114,Paper,D
1115,Paper,L
1116,Paper,D
1117,Paper,W
1118,Paper,W
1119,Paper,L
1120,Paper,D
1121,Paper,W
1122,Paper,L
1123,Paper,D
1124,Paper,L
1125,Paper,W
1126,Paper,W
1127,Paper,D
1128,Paper,W
1129,Paper,D
1130,Paper,D
1131,Paper,L
1132,Paper,L
1133,Paper,D
1134,Paper,L
1135,Paper,L
1136,Paper,W
1137,Paper,W
1138,Paper,L
1139,Paper,L
1140,Paper,D
1141,Paper,D
1142,Paper,L
1143,Paper,W
1144,Paper,D
1145,Paper,W
1146,Paper,L
1147,Paper,W
1148,Paper,D
1149,Paper,L
1150,Paper,W
1151,Paper,L
1152,Paper,L
1153,Paper,W
1154,Paper,L
1155,Paper,D
1156,Paper,L
1157,Paper,L
1158,Paper,W
1159,Paper,D
1160,Paper,D
1161,Paper,L
1162,Paper,D
1163,Paper,D
1164,Paper,D
1165,Paper,D
1166,Paper,L
1167,Paper,W
1168,Paper,D
1169,Paper,D
1170,Paper,L
1171,Paper,W
1172,Paper,D
1173,Paper,D
1174,Paper,D
1175,Paper,L
1176,Paper,L
1177,Paper,W
1178,Paper,D
1179,Paper,D
1180,Paper,L
1181,Paper,L
1182,Paper,W
1183,Paper,L
1184,Paper,W
1185,Paper,D
1186,Paper,W
1187,Paper,L
1188,Paper,D
1189,Paper,D
1190,Paper,W
1191,Paper,L
1192,Paper,L
1193,Paper,L
1194,Paper,D
1195,Paper,D
1196,Paper,D
1197,Paper,W
1198,Paper,L
1199,Paper,D
1200,Paper,W
1201,Paper,L
1202,Paper,W
1203,Paper,W
1204,Paper,W
1205,Paper,D
1206,Paper,D
1207,Paper,D
1208,Paper,W
1209,Paper,W
1210,Paper,W
1211,Paper,L
1212,Paper,D
1213,Paper,W
1214,Paper,L
1215,Paper,W
1216,Paper,L
1217,Paper,W
1218,Paper,W
1219,Paper,L
1220,Paper,L
1221,Paper,W
1222,Paper,L
1223,Paper,L
1224,Paper,L
1225,Paper,D
1226,Paper,W
1227,Paper,L
1228,Paper,L
1229,Paper,W
1230,Paper,L
1231,Paper,D
1232,Paper,L
1233,Paper,D
1234,Paper,D
1235,Paper,D
1236,Paper,L
1237,Paper,D
1238,Paper,D
1239,Paper,L
1240,Paper,D
1241,Paper,L
1242,Paper,L
1243,Paper,D
1244,Paper,D
1245,Paper,W
1246,Paper,W
1247,Paper,L
1248,Paper,L
1249,Paper,D
1250,Paper,D
1251,Paper,D
1252,Paper,D
1253,Paper,L
1254,Paper,L
1255,Paper,L
1256,Paper,L
1257,Paper,D
1258,Paper,L
1259,Paper,D
1260,Paper,L
1261,Paper,L
1262,Paper,D
1263,Paper,L
1264,Paper,L
1265,Paper,L
1266,Paper,W
1267,Paper,L
1268,Paper,L
1269,Paper,W
1270,Paper,L
1271,Paper,D
1272,Paper,W
1273,Paper,D
1274,Paper,D
1275,Paper,L
1276,Paper,L
1277,Paper,W
1278,Paper,L
1279,Paper,W
1280,Paper,W
1281,Paper,W
1282,Paper,D
1283,Paper,W
1284,Paper,W
1285,Paper,W
1286,Paper,L
1287,Paper,D
1288,Paper,L
1289,Paper,D
1290,Paper,D
1291,Paper,D
1292,Paper,W
1293,Paper,D
1294,Paper,D
1295,Paper,W
1296,Paper,L
1297,Paper,L
1298,Paper,W
1299,Paper,W
1300,Paper,D
1301,Paper,W
1302,Paper,L
1303,Paper,D
1304,Paper,W
1305,Paper,D
1306,Paper,W
1307,Paper,W
1308,Paper,L
1309,Paper,W
1310,Paper,D
1311,Paper,L
1312,Paper,W
1313,Paper,L
1314,Paper,W
1315,Paper,L
1316,Paper,D
1317,Paper,L
1318,Paper,D
1319,Paper,L
1320,Paper,D
1321,Paper,D
1322,Paper,D
1323,Paper,W
1324,Paper,L
1325,Paper,L
1326,Paper,W
1327,Paper,L
1328,Paper,W
1329,Paper,W
1330,Paper,L
1331,Paper,W
1332,Paper,W
1333,Paper,L
1334,Paper,W
1335,Paper,L
1336,Paper,W
1337,Paper,D
1338,Paper,D
1339,Paper,D
1340,Paper,D
1341,Paper,L
1342,Paper,L
1343,Paper,L
1344,Paper,L
1345,Paper,W
1346,Paper,W
1347,Paper,L
1348,Paper,D
1349,Paper,L
1350,Paper,D
1351,Paper,D
1352,Paper,L
1353,Paper,D
1354,Paper,L
1355,Paper,W
1356,Paper,W
1357,Paper,D
1358,Paper,L
1359,Paper,D
1360,Paper,L
1361,Paper,L
1362,Paper,D
1363,Paper,W
1364,Paper,W
1365,Paper,D
1366,Paper,L
1367,Paper,W
1368,Paper,D
1369,Paper,D
1370,Paper,D
1371,Paper,D
1372,Paper,W
1373,Paper,D
1374,Paper,D
1375,Paper,L
1376,Paper,W
1377,Paper,L
1378,Paper,W
1379,Paper,L
1380,Paper,L
1381,Paper,W
1382,Paper,L
1383,Paper,L
1384,Paper,L
1385,Paper,D
1386,Paper,W
1387,Paper,D
1388,Paper,W
1389,Paper,D
1390,Paper,L
1391,Paper,D
1392,Paper,W
1393,Paper,L
1394,Paper,D
1395,Paper,W
1396,Paper,D
1397,Paper,D
1398,Paper,W
1399,Paper,D
1400,Paper,W
1401,Paper,L
1402,Paper,W
1403,Paper,L
1404,Paper,L
1405,Paper,W
1406,Paper,D
1407,Paper,L
1408,Paper,D
1409,Paper,L
1410,Paper,L
1411,Paper,D
1412,Paper,L
1413,Paper,L
1414,Paper,L
1415,Paper,W
1416,Paper,D
1417,Paper,L
1418,Paper,W
1419,Paper,W
1420,Paper,W
1421,Paper,D
1422,Paper,W
1423,Paper,W
1424,Paper,L
1425,Paper,L
1426,Paper,W
1427,Paper,W
1428,Paper,W
1429,Paper,D
1430,Paper,W
1431,Paper,D
1432,Paper,W
1433,Paper,L
1434,Paper,L
1435,Paper,W
1436,Paper,D
1437,Paper,W
1438,Paper,W
1439,Paper,W
1440,Paper,L
1441,Paper,L
1442,Paper,W
1443,Paper,D
1444,Paper,D
1445,Paper,D
1446,Paper,L
1447,Paper,D
1448,Paper,D
1449,Paper,W
1450,Paper,D
1451,Paper,W
1452,Paper,W
1453,Paper,W
1454,Paper,L
1455,Paper,D
1456,Paper,W
1457,Paper,W
1458,Paper,D
1459,Paper,W
1460,Paper,L
1461,Paper,D
1462,Paper,L
1463,Paper,L
1464,Paper,D
1465,Paper,D
1466,Paper,L
1467,Paper,L
1468,Paper,D
1469,Paper,W
1470,Paper,D
1471,Paper,D
1472,Paper,L
1473,Paper,L
1474,Paper,L
1475,Paper,W
1476,Paper,D
1477,Paper,L
1478,Paper,L
1479,Paper,D
1480,Paper,D
1481,Paper,D
1482,Paper,D
1483,Paper,L
1484,Paper,D
1485,Paper,D
1486,Paper,D
1487,Paper,W
1488,Paper,D
1489,Paper,D
1490,Paper,D
1491,Paper,D
1492,Paper,L
1493,Paper,W
1494,Paper,D
1495,Paper,D
1496,Paper,L
1497,Paper,D
1498,Paper,D
1499,Paper,D
1500,Paper,L
1501,Paper,W
1502,Paper,D
1503,Paper,L
1504,Paper,D
1505,Paper,W
1506,Paper,D
1507,Paper,W
1508,Paper,L
1509,Paper,W
1510,Paper,L
1511,Paper,L
1512,Paper,D
1513,Paper,L
1514,Paper,D
1515,Paper,W
1516,Paper,W
1517,Paper,W
1518,Paper,W
1519,Paper,D
1520,Paper,D
1521,Paper,W
1522,Paper,W
1523,Paper,D
1524,Paper,W
1525,Paper,L
1526,Paper,W
1527,Paper,W
1528,Paper,L
1529,Paper,W
1530,Paper,D
1531,Paper,L
1532,Paper,L
1533,Paper,W
1534,Paper,D
1535,Paper,L
1536,Paper,W
1537,Paper,W
1538,Paper,D
1539,Paper,W
1540,Paper,L
1541,Paper,W
1542,Paper,W
1543,Paper,D
1544,Paper,D
1545,Paper,W
1546,Paper,W
1547,Paper,L
1548,Paper,W
1549,Paper,L
1550,Paper,W
1551,Paper,W
1552,Paper,D
1553,Paper,L
1554,Paper,L
1555,Paper,D
1556,Paper,D
1557,Paper,L
1558,Paper,W
1559,Paper,W
1560,Paper,L
1561,Paper,W
1562,Paper,L
1563,Paper,W
1564,Paper,L
1565,Paper,L
1566,Paper,D
1567,Paper,L
1568,Paper,L
1569,Paper,D
1570,Paper,L
1571,Paper,W
1572,Paper,L
1573,Paper,W
1574,Paper,D
1575,Paper,W
1576,Paper,W
1577,Paper,D
1578,Paper,W
1579,Paper,D
1580,Paper,D
1581,Paper,D
1582,Paper,L
1583,Paper,D
1584,Paper,W
1585,Paper,D
1586,Paper,L
1587,Paper,W
1588,Paper,W
1589,Paper,L
1590,Paper,W
1591,Paper,D
1592,Paper,W
1593,Paper,L
1594,Paper,L
1595,Paper,L
1596,Paper,D
1597,Paper,D
1598,Paper,L
1599,Paper,W
1600,Paper,W
1601,Paper,L
1602,Paper,L
1603,Paper,W
1604,Paper,L
1605,Paper,W
1606,Paper,D
1607,Paper,L
1608,Paper,D
1609,Paper,D
1610,Paper,W
1611,Paper,W
1612,Paper,W
1613,Paper,W
1614,Paper,L
1615,Paper,L
1616,Paper,L
1617,Paper,D
1618,Paper,D
1619,Paper,W
1620,Paper,D
1621,Paper,D
1622,Paper,L
1623,Paper,D
1624,Paper,D
1625,Paper,D
1626,Paper,W
1627,Paper,W
1628,Paper,W
1629,Paper,D
1630,Paper,L
1631,Paper,D
1632,Paper,W
1633,Paper,D
1634,Paper,W
1635,Paper,L
1636,Paper,W
1637,Paper,D
1638,Paper,L
1639,Paper,D
1640,Paper,L
1641,Paper,D
1642,Paper,D
1643,Paper,D
1644,Paper,L
1645,Paper,D
1646,Paper,L
1647,Paper,L
1648,Paper,D
1649,Paper,L
1650,Paper,L
1651,Paper,L
1652,Paper,W
1653,Paper,D
1654,Paper,L
1655,Paper,L
1656,Paper,L
1657,Paper,D
1658,Paper,D
1659,Paper,D
1660,Paper,W
1661,Paper,L
1662,Paper,L
1663,Paper,D
