,agents_choice,result
390,Scissors,D
391,Rock,D
392,Paper,D
393,Rock,D
394,Paper,D
395,Paper,D
396,Rock,L
397,Scissors,D
398,Paper,D
399,Scissors,L
400,Scissors,L
401,Rock,W
402,Rock,W
403,Paper,W
404,Paper,W
405,Paper,W
406,Rock,L
407,Rock,W
408,Paper,W
409,Scissors,D
410,Scissors,W
411,Paper,D
412,Scissors,L
413,Paper,W
414,Paper,L
415,Paper,W
416,Scissors,D
417,Scissors,L
418,Rock,L
419,Scissors,D
420,Rock,L
421,Scissors,D
422,Rock,W
423,Rock,L
424,Rock,W
425,Scissors,L
426,Scissors,W
427,Paper,W
428,Scissors,L
429,Scissors,L
430,Scissors,L
431,Rock,D
432,Rock,L
433,Paper,L
434,Rock,D
435,Paper,D
436,Scissors,W
437,Scissors,D
438,Paper,W
439,Paper,W
440,Scissors,W
441,Paper,L
442,Scissors,L
443,Paper,W
444,Rock,D
445,Scissors,D
446,Paper,D
447,Scissors,W
448,Scissors,W
449,Scissors,W
450,Scissors,D
451,Rock,L
452,Paper,D
453,Scissors,D
454,Rock,D
455,Rock,L
456,Paper,W
457,Scissors,W
458,Rock,D
459,Rock,W
460,Paper,L
461,Paper,D
462,Scissors,W
463,Rock,W
464,Paper,W
465,Paper,W
466,Scissors,D
467,Paper,L
468,Rock,W
469,Scissors,L
470,Rock,D
471,Scissors,D
472,Scissors,W
473,Scissors,W
474,Scissors,L
475,Scissors,L
476,Rock,D
477,Rock,W
478,Scissors,L
479,Paper,L
480,Paper,D
481,Scissors,W
482,Scissors,W
483,Rock,W
484,Scissors,D
485,Rock,W
486,Rock,L
487,Scissors,L
488,Rock,W
489,Scissors,L
490,Rock,L
491,Scissors,D
492,Scissors,D
493,Scissors,D
494,Scissors,L
495,Paper,D
496,Paper,W
497,Paper,L
498,Rock,L
499,Paper,W
500,Rock,D
501,Rock,W
502,Rock,D
503,Paper,L
504,Paper,L
505,Scissors,W
506,Paper,D
507,Paper,D
508,Scissors,D
509,Scissors,L
510,Scissors,L
511,Rock,D
512,Paper,W
513,Paper,W
514,Paper,W
515,Scissors,L
516,Paper,D
517,Paper,L
518,Paper,D
519,Scissors,L
520,Paper,D
521,Paper,D
522,Rock,W
523,Paper,W
524,Scissors,D
525,Rock,W
526,Paper,D
527,Rock,W
528,Paper,W
529,Rock,L
530,Scissors,D
531,Scissors,W
532,Paper,D
533,Rock,W
534,Paper,D
535,Scissors,L
536,Rock,D
537,Scissors,L
538,Rock,D
539,Rock,W
540,Rock,L
541,Rock,D
542,Scissors,D
543,Paper,W
544,Scissors,W
545,Paper,D
546,Rock,L
547,Paper,L
548,Rock,W
549,Paper,D
550,Rock,W
551,Scissors,D
552,Paper,D
553,Scissors,D
554,Paper,L
555,Rock,D
556,Paper,L
557,Rock,W
558,Rock,D
559,Rock,L
560,Rock,D
561,Scissors,L
562,Rock,L
563,Scissors,D
564,Paper,W
565,Paper,L
566,Rock,D
567,Rock,D
568,Scissors,W
569,Scissors,L
570,Scissors,W
571,Rock,W
572,Paper,D
573,Rock,L
574,Paper,W
575,Paper,W
576,Paper,D
577,Scissors,W
578,Paper,D
579,Scissors,L
580,Paper,D
581,Scissors,W
582,Scissors,W
583,Rock,D
584,Scissors,W
585,Paper,W
586,Paper,W
587,Paper,W
588,Scissors,D
589,Rock,W
590,Rock,D
591,Rock,L
592,Rock,W
593,Scissors,D
594,Rock,W
595,Rock,L
596,Paper,D
597,Scissors,W
598,Rock,L
599,Rock,L
600,Scissors,W
601,Rock,L
602,Paper,L
603,Paper,W
604,Rock,D
605,Scissors,L
606,Paper,L
607,Scissors,L
608,Scissors,L
609,Scissors,L
610,Paper,L
611,Rock,W
612,Scissors,L
613,Rock,L
614,Rock,D
615,Rock,D
616,Rock,L
617,Paper,L
618,Paper,W
619,Rock,L
620,Scissors,D
621,Rock,W
622,Rock,W
623,Scissors,D
624,Paper,L
625,Rock,D
626,Scissors,L
627,Paper,L
628,Scissors,W
629,Rock,W
630,Rock,L
631,Scissors,L
632,Scissors,W
633,Rock,D
634,Paper,L
635,Scissors,L
636,Paper,W
637,Scissors,L
638,Scissors,W
639,Rock,D
640,Paper,L
641,Rock,W
642,Paper,L
643,Paper,D
644,Paper,L
645,Rock,D
646,Scissors,W
647,Scissors,W
648,Scissors,L
649,Rock,D
650,Scissors,L
651,Rock,W
652,Paper,D
653,Paper,L
654,Rock,D
655,Paper,D
656,Rock,D
657,Rock,W
658,Rock,D
659,Paper,D
660,Paper,D
661,Rock,W
662,Scissors,D
663,Rock,L
664,Rock,D
665,Scissors,W
666,Paper,L
667,Scissors,D
668,Paper,W
669,Paper,L
670,Scissors,W
671,Rock,L
672,Rock,D
673,Rock,L
674,Rock,W
675,Scissors,L
676,Paper,W
677,Scissors,W
678,Rock,W
679,Scissors,W
680,Scissors,W
681,Scissors,L
682,Rock,D
683,Rock,W
684,Scissors,W
685,Rock,L
686,Rock,W
687,Rock,D
688,Rock,D
689,Scissors,D
690,Rock,L
691,Paper,D
692,Scissors,D
693,Paper,D
694,Rock,L
695,Rock,W
696,Paper,D
697,Rock,W
698,Scissors,W
699,Rock,W
700,Scissors,L
701,Scissors,D
702,Paper,W
703,Paper,L
704,Rock,L
705,Paper,W
706,Paper,W
707,Scissors,L
708,Rock,L
709,Scissors,L
710,Paper,L
711,Paper,D
712,Scissors,L
713,Scissors,D
714,Rock,L
715,Paper,W
716,Rock,D
717,Rock,L
718,Paper,L
719,Scissors,L
720,Paper,W
721,Paper,L
722,Scissors,L
723,Rock,D
724,Scissors,W
725,Scissors,L
726,Scissors,W
727,Rock,L
728,Paper,W
729,Scissors,W
730,Scissors,W
731,Paper,W
732,Paper,D
733,Paper,L
734,Paper,W
735,Rock,W
736,Rock,W
737,Rock,L
738,Rock,L
739,Scissors,L
740,Scissors,L
741,Rock,D
742,Scissors,W
743,Paper,D
744,Paper,W
745,Rock,D
746,Scissors,D
747,Rock,D
748,Scissors,W
749,Rock,L
750,Scissors,L
751,Scissors,W
752,Rock,W
753,Rock,W
754,Rock,W
755,Paper,D
756,Paper,L
757,Scissors,W
758,Paper,L
759,Paper,L
760,Paper,L
761,Paper,W
762,Scissors,L
763,Rock,L
764,Rock,D
765,Rock,L
766,Scissors,D
767,Paper,W
768,Paper,D
769,Rock,D
770,Rock,L
771,Scissors,D
772,Scissors,W
773,Paper,W
774,Rock,W
775,Scissors,L
776,Scissors,L
777,Scissors,D
778,Paper,W
779,Paper,D
780,Paper,D
781,Rock,L
782,Scissors,L
783,Paper,D
784,Rock,D
785,Paper,W
786,Rock,D
787,Paper,W
788,Rock,D
789,Paper,D
790,Scissors,W
791,Scissors,W
792,Scissors,W
793,Paper,W
794,Rock,L
795,Rock,W
796,Paper,W
797,Paper,W
798,Paper,L
799,Rock,W
800,Paper,D
801,Rock,D
802,Rock,W
803,Rock,D
804,Paper,D
805,Paper,W
806,Paper,W
807,Rock,D
808,Scissors,D
809,Paper,L
810,Scissors,D
811,Scissors,L
812,Rock,W
813,Rock,D
814,Scissors,W
815,Paper,D
816,Scissors,L
817,Paper,L
818,Rock,W
819,Scissors,L
820,Paper,W
821,Paper,D
822,Scissors,D
823,Rock,W
824,Rock,D
825,Rock,D
826,Scissors,D
827,Paper,D
828,Paper,D
829,Scissors,L
830,Rock,W
831,Rock,D
832,Rock,L
833,Scissors,D
834,Paper,W
835,Rock,L
836,Paper,W
837,Scissors,L
838,Paper,D
839,Paper,D
840,Rock,D
841,Paper,D
842,Rock,W
843,Paper,D
844,Paper,W
845,Paper,W
846,Rock,W
847,Rock,W
848,Scissors,W
849,Scissors,D
850,Rock,D
851,Scissors,D
852,Scissors,W
853,Scissors,L
854,Rock,D
855,Rock,D
856,Scissors,L
857,Scissors,L
858,Scissors,W
859,Scissors,W
860,Paper,W
861,Paper,W
862,Paper,L
863,Scissors,D
864,Scissors,W
865,Paper,L
866,Scissors,L
867,Scissors,D
868,Scissors,W
869,Paper,W
870,Scissors,L
871,Paper,D
872,Rock,D
873,Paper,W
874,Scissors,W
875,Scissors,W
876,Scissors,D
877,Paper,W
878,Rock,W
879,Scissors,L
880,Scissors,L
881,Scissors,W
882,Scissors,W
883,Rock,L
884,Paper,D
885,Scissors,W
886,Rock,D
887,Scissors,W
888,Scissors,L
889,Paper,D
890,Scissors,L
891,Paper,L
892,Paper,D
893,Scissors,W
894,Paper,D
895,Rock,W
896,Paper,L
897,Rock,L
898,Paper,W
899,Rock,D
900,Paper,L
901,Rock,L
902,Scissors,L
903,Scissors,L
904,Paper,W
905,Scissors,D
906,Paper,D
907,Scissors,W
908,Rock,W
909,Rock,L
910,Paper,L
911,Scissors,L
912,Scissors,W
913,Paper,L
914,Paper,W
915,Scissors,D
916,Paper,W
917,Rock,D
918,Rock,D
919,Rock,L
920,Scissors,L
921,Rock,W
922,Paper,L
923,Scissors,L
924,Rock,L
925,Paper,D
926,Scissors,W
927,Rock,D
928,Rock,D
929,Scissors,W
930,Rock,L
931,Scissors,L
932,Rock,D
933,Paper,L
934,Paper,W
935,Rock,D
936,Paper,W
937,Scissors,L
938,Rock,W
939,Rock,W
940,Paper,W
941,Paper,L
942,Rock,L
943,Paper,W
944,Scissors,D
945,Paper,D
946,Paper,L
947,Paper,D
948,Paper,D
949,Scissors,L
950,Scissors,L
951,Rock,W
952,Scissors,L
953,Rock,L
954,Scissors,L
955,Rock,L
956,Paper,L
957,Paper,D
958,Paper,D
959,Paper,D
960,Scissors,D
961,Paper,L
962,Paper,D
963,Paper,D
964,Paper,D
965,Paper,L
966,Paper,W
967,Paper,D
968,Paper,L
969,Rock,D
970,Rock,D
971,Paper,W
972,Paper,D
973,Rock,L
974,Rock,D
975,Scissors,D
976,Rock,L
977,Paper,D
978,Scissors,L
979,Rock,L
980,Rock,L
981,Scissors,W
982,Rock,W
983,Scissors,D
984,Paper,L
985,Rock,L
986,Rock,L
987,Paper,W
988,Paper,L
989,Paper,W
990,Rock,L
991,Scissors,L
992,Paper,W
993,Scissors,L
994,Scissors,L
995,Scissors,L
996,Paper,W
997,Rock,W
998,Paper,L
999,Rock,W
1000,Scissors,D
1001,Paper,W
1002,Rock,L
1003,Paper,D
1004,Rock,L
1005,Rock,W
1006,Rock,W
1007,Scissors,L
1008,Paper,D
1009,Scissors,D
1010,Rock,W
1011,Rock,D
1012,Paper,L
1013,Paper,D
1014,Paper,W
1015,Scissors,D
1016,Rock,D
1017,Rock,W
1018,Paper,W
1019,Scissors,D
1020,Paper,W
1021,Scissors,D
1022,Scissors,L
1023,Paper,L
1024,Scissors,D
1025,Scissors,L
1026,Paper,L
1027,Paper,W
1028,Scissors,L
1029,Paper,W
1030,Rock,W
1031,Scissors,D
1032,Scissors,D
1033,Scissors,D
1034,Scissors,L
1035,Rock,D
1036,Scissors,D
1037,Paper,W
1038,Scissors,W
1039,Scissors,W
1040,Scissors,L
1041,Paper,D
1042,Rock,D
1043,Scissors,D
1044,Paper,D
1045,Rock,W
1046,Scissors,D
1047,Paper,W
1048,Rock,L
1049,Rock,D
1050,Paper,L
1051,Paper,W
1052,Rock,L
1053,Rock,W
1054,Scissors,L
1055,Rock,D
1056,Rock,L
1057,Rock,D
1058,Rock,D
1059,Rock,W
1060,Rock,W
1061,Rock,W
1062,Scissors,W
1063,Paper,D
1064,Rock,W
1065,Paper,L
1066,Scissors,L
1067,Scissors,D
1068,Scissors,W
1069,Scissors,D
1070,Rock,W
1071,Scissors,D
1072,Rock,D
1073,Paper,D
1074,Scissors,W
1075,Rock,L
1076,Paper,D
1077,Rock,W
1078,Rock,D
1079,Paper,L
1080,Paper,W
1081,Paper,D
1082,Paper,D
1083,Scissors,D
1084,Scissors,D
1085,Scissors,D
1086,Paper,W
1087,Scissors,W
1088,Rock,D
1089,Rock,L
1090,Rock,W
1091,Rock,L
1092,Rock,D
1093,Rock,W
1094,Paper,D
1095,Rock,L
1096,Rock,W
1097,Paper,W
1098,Scissors,D
1099,Scissors,W
1100,Rock,D
1101,Scissors,L
1102,Scissors,D
1103,Scissors,W
1104,Paper,D
1105,Rock,L
1106,Rock,D
1107,Scissors,W
1108,Rock,W
1109,Scissors,D
1110,Rock,W
1111,Rock,L
1112,Scissors,W
1113,Scissors,D
1114,Paper,W
1115,Rock,L
1116,Paper,D
1117,Scissors,W
1118,Scissors,L
1119,Rock,D
1120,Paper,D
1121,Scissors,D
1122,Rock,D
1123,Paper,W
1124,Rock,W
1125,Scissors,L
1126,Scissors,W
1127,Paper,D
1128,Scissors,D
1129,Paper,W
1130,Paper,W
1131,Rock,D
1132,Rock,L
1133,Paper,W
1134,Rock,W
1135,Rock,L
1136,Scissors,L
1137,Scissors,D
1138,Rock,L
1139,Rock,D
1140,Paper,D
1141,Paper,L
1142,Rock,L
1143,Scissors,D
1144,Paper,L
1145,Scissors,W
1146,Rock,D
1147,Scissors,D
1148,Paper,W
1149,Rock,L
1150,Scissors,D
1151,Rock,L
1152,Rock,W
1153,Scissors,L
1154,Rock,D
1155,Paper,L
1156,Rock,L
1157,Rock,L
1158,Scissors,D
1159,Paper,W
1160,Paper,D
1161,Rock,W
1162,Paper,D
1163,Paper,D
1164,Paper,W
1165,Paper,L
1166,Rock,D
1167,Scissors,D
1168,Paper,W
1169,Paper,L
1170,Rock,L
1171,Scissors,W
1172,Paper,W
1173,Paper,W
1174,Paper,D
1175,Rock,L
1176,Rock,L
1177,Scissors,D
1178,Paper,D
1179,Paper,W
1180,Rock,L
1181,Rock,D
1182,Scissors,W
1183,Rock,W
1184,Scissors,L
1185,Paper,W
1186,Scissors,W
1187,Rock,W
1188,Paper,L
1189,Paper,L
1190,Scissors,W
1191,Rock,D
1192,Rock,W
1193,Rock,D
1194,Paper,L
1195,Paper,L
1196,Paper,L
1197,Scissors,W
1198,Rock,L
1199,Paper,W
1200,Scissors,L
1201,Rock,W
1202,Scissors,D
1203,Scissors,D
1204,Scissors,L
1205,Paper,W
1206,Paper,L
1207,Paper,W
1208,Scissors,W
1209,Scissors,W
1210,Scissors,L
1211,Rock,L
1212,Paper,D
1213,Scissors,W
1214,Rock,L
1215,Scissors,D
1216,Rock,L
1217,Scissors,D
1218,Scissors,D
1219,Rock,L
1220,Rock,L
1221,Scissors,W
1222,Rock,L
1223,Rock,D
1224,Rock,W
1225,Paper,L
1226,Scissors,L
1227,Rock,W
1228,Rock,W
1229,Scissors,L
1230,Rock,D
1231,Paper,D
1232,Rock,W
1233,Paper,L
1234,Paper,D
1235,Paper,L
1236,Rock,D
1237,Paper,D
1238,Paper,L
1239,Rock,D
1240,Paper,D
1241,Rock,D
1242,Rock,L
1243,Paper,D
1244,Paper,L
1245,Scissors,D
1246,Scissors,W
1247,Rock,W
1248,Rock,L
1249,Paper,D
1250,Paper,D
1251,Paper,D
1252,Paper,W
1253,Rock,W
1254,Rock,D
1255,Rock,D
1256,Rock,L
1257,Paper,L
1258,Rock,D
1259,Paper,L
1260,Rock,D
1261,Rock,L
1262,Paper,D
1263,Rock,D
1264,Rock,D
1265,Rock,L
1266,Scissors,W
1267,Rock,L
1268,Rock,L
1269,Scissors,L
1270,Rock,D
1271,Paper,W
1272,Scissors,W
1273,Paper,W
1274,Paper,L
1275,Rock,L
1276,Rock,D
1277,Scissors,W
1278,Rock,D
1279,Scissors,W
1280,Scissors,W
1281,Scissors,L
1282,Paper,L
1283,Scissors,D
1284,Scissors,D
1285,Scissors,L
1286,Rock,D
1287,Paper,W
1288,Rock,W
1289,Paper,D
1290,Paper,W
1291,Paper,W
1292,Scissors,L
1293,Paper,W
1294,Paper,W
1295,Scissors,L
1296,Rock,D
1297,Rock,D
1298,Scissors,D
1299,Scissors,W
1300,Paper,D
1301,Scissors,W
1302,Rock,W
1303,Paper,D
1304,Scissors,D
1305,Paper,L
1306,Scissors,L
1307,Scissors,D
1308,Rock,D
1309,Scissors,W
1310,Paper,L
1311,Rock,D
1312,Scissors,D
1313,Rock,W
1314,Scissors,D
1315,Rock,L
1316,Paper,W
1317,Rock,W
1318,Paper,W
1319,Rock,D
1320,Paper,D
1321,Paper,W
1322,Paper,D
1323,Scissors,D
1324,Rock,W
1325,Rock,D
1326,Scissors,D
1327,Rock,D
1328,Scissors,L
1329,Scissors,D
1330,Rock,L
1331,Scissors,W
1332,Scissors,W
1333,Rock,D
1334,Scissors,D
1335,Rock,W
1336,Scissors,L
1337,Paper,D
1338,Paper,D
1339,Paper,L
1340,Paper,D
1341,Rock,W
1342,Rock,L
1343,Rock,L
1344,Rock,W
1345,Scissors,D
1346,Scissors,D
1347,Rock,D
1348,Paper,L
1349,Rock,L
1350,Paper,W
1351,Paper,D
1352,Rock,W
1353,Paper,D
1354,Rock,W
1355,Scissors,L
1356,Scissors,L
1357,Paper,W
1358,Rock,W
1359,Paper,L
1360,Rock,L
1361,Rock,L
1362,Paper,D
1363,Scissors,W
1364,Scissors,L
1365,Paper,D
1366,Rock,W
1367,Scissors,L
1368,Paper,L
1369,Paper,L
1370,Paper,D
1371,Paper,W
1372,Scissors,L
1373,Paper,D
1374,Paper,W
1375,Rock,L
1376,Scissors,W
1377,Rock,L
1378,Scissors,L
1379,Rock,D
1380,Rock,D
1381,Scissors,W
1382,Rock,D
1383,Rock,W
1384,Rock,L
1385,Paper,D
1386,Scissors,L
1387,Paper,W
1388,Scissors,L
1389,Paper,W
1390,Rock,L
1391,Paper,L
1392,Scissors,L
1393,Rock,W
1394,Paper,L
1395,Scissors,L
1396,Paper,W
1397,Paper,D
1398,Scissors,W
1399,Paper,W
1400,Scissors,D
1401,Rock,L
1402,Scissors,L
1403,Rock,D
1404,Rock,L
1405,Scissors,L
1406,Paper,D
1407,Rock,L
1408,Paper,W
1409,Rock,W
1410,Rock,L
1411,Paper,L
1412,Rock,L
1413,Rock,W
1414,Rock,L
1415,Scissors,L
1416,Paper,D
1417,Rock,D
1418,Scissors,D
1419,Scissors,D
1420,Scissors,W
1421,Paper,L
1422,Scissors,W
1423,Scissors,D
1424,Rock,L
1425,Rock,D
1426,Scissors,D
1427,Scissors,W
1428,Scissors,L
1429,Paper,W
1430,Scissors,W
1431,Paper,W
1432,Scissors,W
1433,Rock,W
1434,Rock,D
1435,Scissors,L
1436,Paper,D
1437,Scissors,L
1438,Scissors,D
1439,Scissors,W
1440,Rock,D
1441,Rock,L
1442,Scissors,L
1443,Paper,D
1444,Paper,W
1445,Paper,L
1446,Rock,W
1447,Paper,W
1448,Paper,D
1449,Scissors,D
1450,Paper,W
1451,Scissors,W
1452,Scissors,L
1453,Scissors,W
1454,Rock,W
1455,Paper,W
1456,Scissors,D
1457,Scissors,D
1458,Paper,W
1459,Scissors,L
1460,Rock,W
1461,Paper,D
1462,Rock,W
1463,Rock,D
1464,Paper,W
1465,Paper,D
1466,Rock,L
1467,Rock,W
1468,Paper,D
1469,Scissors,D
1470,Paper,D
1471,Paper,W
1472,Rock,L
1473,Rock,L
1474,Rock,L
1475,Scissors,D
1476,Paper,W
1477,Rock,L
1478,Rock,W
1479,Paper,L
1480,Paper,W
1481,Paper,D
1482,Paper,L
1483,Rock,W
1484,Paper,D
1485,Paper,D
1486,Paper,D
1487,Scissors,W
1488,Paper,D
1489,Paper,L
1490,Paper,L
1491,Paper,W
1492,Rock,L
1493,Scissors,D
1494,Paper,W
1495,Paper,W
1496,Rock,D
1497,Paper,D
1498,Paper,W
1499,Paper,D
1500,Rock,D
1501,Scissors,L
1502,Paper,L
1503,Rock,L
1504,Paper,D
1505,Scissors,L
1506,Paper,L
1507,Scissors,W
1508,Rock,L
1509,Scissors,L
1510,Rock,D
1511,Rock,D
1512,Paper,W
1513,Rock,L
1514,Paper,L
1515,Scissors,D
1516,Scissors,D
1517,Scissors,L
1518,Scissors,L
1519,Paper,W
1520,Paper,D
1521,Scissors,D
1522,Scissors,L
1523,Paper,L
1524,Scissors,W
1525,Rock,W
1526,Scissors,L
1527,Scissors,W
1528,Rock,W
1529,Scissors,W
1530,Paper,W
1531,Rock,D
1532,Rock,W
1533,Scissors,L
1534,Paper,L
1535,Rock,L
1536,Scissors,W
1537,Scissors,W
1538,Paper,L
1539,Scissors,L
1540,Rock,D
1541,Scissors,D
1542,Scissors,W
1543,Paper,D
1544,Paper,L
1545,Scissors,D
1546,Scissors,W
1547,Rock,D
1548,Scissors,L
1549,Rock,W
1550,Scissors,W
1551,Scissors,D
1552,Paper,W
1553,Rock,L
1554,Rock,L
1555,Paper,W
1556,Paper,L
1557,Rock,D
1558,Scissors,D
1559,Scissors,W
1560,Rock,L
1561,Scissors,D
1562,Rock,W
1563,Scissors,L
1564,Rock,L
1565,Rock,L
1566,Paper,L
1567,Rock,D
1568,Rock,L
1569,Paper,L
1570,Rock,W
1571,Scissors,W
1572,Rock,L
1573,Scissors,L
1574,Paper,L
1575,Scissors,L
1576,Scissors,L
1577,Paper,D
1578,Scissors,D
1579,Paper,L
1580,Paper,D
1581,Paper,D
1582,Rock,W
1583,Paper,L
1584,Scissors,L
1585,Paper,D
1586,Rock,D
1587,Scissors,L
1588,Scissors,D
1589,Rock,W
1590,Scissors,D
1591,Paper,D
1592,Scissors,D
1593,Rock,D
1594,Rock,W
1595,Rock,D
1596,Paper,W
1597,Paper,W
1598,Rock,L
1599,Scissors,D
1600,Scissors,L
1601,Rock,D
1602,Rock,L
1603,Scissors,W
1604,Rock,W
1605,Scissors,D
