,agents_choice,result
135,Scissors,W
136,Rock,L
137,Rock,D
138,Scissors,L
139,Rock,W
140,Scissors,W
141,Rock,D
142,Paper,W
143,Rock,D
144,Scissors,L
145,Paper,L
146,Rock,D
147,Rock,W
148,Paper,D
149,Scissors,D
150,Scissors,L
151,Scissors,W
152,Scissors,W
153,Rock,W
154,Scissors,W
155,Paper,L
156,Rock,L
157,Paper,L
158,Rock,D
159,Scissors,D
160,Rock,W
161,Scissors,L
162,Scissors,D
163,Rock,W
164,Scissors,W
165,Scissors,D
166,Scissors,W
167,Rock,D
168,Rock,L
169,Rock,L
170,Scissors,L
171,Rock,L
172,Paper,W
173,Scissors,D
174,Rock,W
175,Scissors,W
176,Rock,W
177,Paper,W
178,Rock,W
179,Scissors,L
180,Rock,W
181,Scissors,W
182,Rock,W
183,Paper,L
184,Rock,W
185,Paper,W
186,Scissors,L
187,Paper,D
188,Paper,W
189,Paper,L
190,Paper,L
191,Paper,W
192,Rock,W
193,Rock,L
194,Paper,D
195,Paper,W
196,Rock,D
197,Scissors,W
198,Paper,D
199,Rock,D
200,Paper,W
201,Rock,D
202,Scissors,D
203,Scissors,L
204,Rock,D
205,Paper,L
206,Paper,D
207,Rock,D
208,Rock,W
209,Paper,W
210,Paper,W
211,Paper,L
212,Scissors,W
213,Rock,W
214,Paper,W
215,Paper,D
216,Paper,L
217,Paper,L
218,Rock,L
219,Paper,W
220,Paper,L
221,Rock,W
222,Rock,W
223,Rock,D
224,Scissors,D
225,Rock,L
226,Rock,L
227,Scissors,D
228,Paper,L
229,Scissors,W
230,Rock,L
231,Rock,W
232,Rock,L
233,Scissors,L
234,Rock,D
235,Scissors,L
236,Scissors,L
237,Paper,D
238,Paper,W
239,Scissors,D
240,Rock,W
241,Rock,D
242,Paper,L
243,Rock,D
244,Rock,D
245,Scissors,L
246,Scissors,D
247,Rock,W
248,Rock,D
249,Scissors,L
250,Scissors,L
251,Scissors,L
252,Paper,D
253,Rock,D
254,Rock,W
255,Rock,D
256,Rock,L
257,Rock,W
258,Paper,D
259,Rock,D
260,Paper,L
261,Scissors,L
262,Paper,L
263,Scissors,D
264,Scissors,D
265,Scissors,W
266,Rock,D
267,Paper,D
268,Scissors,W
269,Paper,W
270,Scissors,L
271,Rock,D
272,Rock,W
273,Rock,L
274,Paper,D
275,Scissors,W
276,Scissors,W
277,Scissors,W
278,Scissors,D
279,Rock,D
280,Rock,W
281,Rock,W
282,Scissors,D
283,Paper,W
284,Rock,D
285,Scissors,W
286,Paper,L
287,Rock,L
288,Scissors,L
289,Scissors,L
290,Rock,D
291,Paper,W
292,Rock,W
293,Rock,L
294,Scissors,L
295,Rock,L
296,Paper,W
297,Paper,D
298,Paper,D
299,Scissors,L
300,Rock,D
301,Rock,L
302,Paper,L
303,Paper,W
304,Rock,D
305,Paper,L
306,Rock,W
307,Paper,W
308,Rock,D
309,Rock,D
310,Paper,W
311,Rock,L
312,Paper,D
313,Paper,D
314,Scissors,L
315,Rock,L
316,Scissors,L
317,Rock,D
318,Paper,D
319,Paper,W
320,Paper,D
321,Scissors,W
322,Paper,D
323,Paper,D
324,Rock,L
325,Rock,W
326,Paper,L
327,Scissors,D
328,Paper,L
329,Scissors,D
330,Rock,L
331,Scissors,L
332,Rock,D
333,Scissors,W
334,Rock,D
335,Rock,D
336,Scissors,D
337,Paper,L
338,Paper,L
339,Scissors,L
340,Rock,W
341,Scissors,W
342,Rock,D
343,Paper,W
344,Paper,L
345,Paper,D
346,Paper,L
347,Paper,L
348,Rock,D
349,Rock,D
350,Paper,L
351,Paper,W
352,Paper,W
353,Rock,D
354,Rock,W
355,Scissors,L
356,Paper,L
357,Paper,W
358,Rock,L
359,Paper,W
360,Rock,W
361,Rock,D
362,Paper,L
363,Rock,W
364,Rock,D
365,Rock,W
366,Rock,D
367,Rock,L
368,Rock,W
369,Paper,L
370,Rock,W
371,Scissors,D
372,Rock,L
373,Rock,L
374,Scissors,L
375,Scissors,D
376,Scissors,D
377,Paper,D
378,Rock,D
379,Scissors,W
380,Paper,D
381,Paper,W
382,Scissors,D
383,Paper,L
384,Scissors,W
385,Rock,L
386,Scissors,W
387,Scissors,L
388,Rock,D
389,Scissors,W
390,Scissors,D
391,Rock,W
392,Paper,W
393,Rock,D
394,Paper,L
395,Paper,W
396,Rock,W
397,Scissors,W
398,Paper,W
399,Scissors,W
400,Scissors,L
401,Rock,D
402,Rock,L
403,Paper,D
404,Paper,W
405,Paper,D
406,Rock,W
407,Rock,W
408,Paper,D
409,Scissors,D
410,Scissors,D
411,Paper,L
412,Scissors,L
413,Paper,L
414,Paper,L
415,Paper,D
416,Scissors,D
417,Scissors,L
418,Rock,D
419,Scissors,W
420,Rock,D
421,Scissors,L
422,Rock,W
423,Rock,W
424,Rock,D
425,Scissors,W
426,Scissors,W
427,Paper,L
428,Scissors,L
429,Scissors,D
430,Scissors,W
431,Rock,D
432,Rock,W
433,Paper,L
434,Rock,L
435,Paper,L
436,Scissors,W
437,Scissors,W
438,Paper,W
439,Paper,W
440,Scissors,D
441,Paper,D
442,Scissors,W
443,Paper,W
444,Rock,D
445,Scissors,W
446,Paper,W
447,Scissors,D
448,Scissors,W
449,Scissors,L
450,Scissors,D
451,Rock,L
452,Paper,L
453,Scissors,D
454,Rock,L
455,Rock,W
456,Paper,W
457,Scissors,L
458,Rock,D
459,Rock,W
460,Paper,W
461,Paper,L
462,Scissors,L
463,Rock,L
464,Paper,L
465,Paper,L
466,Scissors,L
467,Paper,D
468,Rock,D
469,Scissors,L
470,Rock,L
471,Scissors,W
472,Scissors,L
473,Scissors,W
474,Scissors,L
475,Scissors,D
476,Rock,D
477,Rock,W
478,Scissors,L
479,Paper,D
480,Paper,L
481,Scissors,W
482,Scissors,D
483,Rock,W
484,Scissors,L
485,Rock,D
486,Rock,D
487,Scissors,L
488,Rock,L
489,Scissors,L
490,Rock,D
491,Scissors,D
492,Scissors,W
493,Scissors,W
494,Scissors,D
495,Paper,L
496,Paper,W
497,Paper,D
498,Rock,D
499,Paper,L
500,Rock,D
501,Rock,L
502,Rock,D
503,Paper,D
504,Paper,W
505,Scissors,L
506,Paper,D
507,Paper,D
508,Scissors,W
509,Scissors,L
510,Scissors,L
511,Rock,D
512,Paper,L
513,Paper,W
514,Paper,D
515,Scissors,W
516,Paper,D
517,Paper,W
518,Paper,D
519,Scissors,W
520,Paper,L
521,Paper,L
522,Rock,L
523,Paper,L
524,Scissors,D
525,Rock,L
526,Paper,W
527,Rock,D
528,Paper,D
529,Rock,D
530,Scissors,D
531,Scissors,W
532,Paper,W
533,Rock,D
534,Paper,L
535,Scissors,W
536,Rock,L
537,Scissors,D
538,Rock,L
539,Rock,L
540,Rock,W
541,Rock,W
542,Scissors,L
543,Paper,D
544,Scissors,D
545,Paper,W
546,Rock,L
547,Paper,W
548,Rock,W
549,Paper,D
550,Rock,D
551,Scissors,D
552,Paper,L
553,Scissors,D
554,Paper,L
555,Rock,W
556,Paper,L
557,Rock,W
558,Rock,D
559,Rock,L
560,Rock,L
561,Scissors,L
562,Rock,W
563,Scissors,W
564,Paper,L
565,Paper,D
566,Rock,W
567,Rock,D
568,Scissors,D
569,Scissors,W
570,Scissors,D
571,Rock,L
572,Paper,L
573,Rock,L
574,Paper,D
575,Paper,D
576,Paper,L
577,Scissors,W
578,Paper,L
579,Scissors,L
580,Paper,W
581,Scissors,W
582,Scissors,D
583,Rock,L
584,Scissors,D
585,Paper,L
586,Paper,W
587,Paper,L
588,Scissors,D
589,Rock,L
590,Rock,L
591,Rock,W
592,Rock,D
593,Scissors,W
594,Rock,L
595,Rock,D
596,Paper,D
597,Scissors,D
598,Rock,W
599,Rock,W
600,Scissors,W
601,Rock,L
602,Paper,D
603,Paper,D
604,Rock,W
605,Scissors,L
606,Paper,L
607,Scissors,W
608,Scissors,D
609,Scissors,L
610,Paper,L
611,Rock,D
612,Scissors,W
613,Rock,W
614,Rock,W
615,Rock,W
616,Rock,W
617,Paper,D
618,Paper,W
619,Rock,D
620,Scissors,D
621,Rock,L
622,Rock,D
623,Scissors,L
624,Paper,W
625,Rock,D
626,Scissors,L
627,Paper,W
628,Scissors,W
629,Rock,W
630,Rock,D
631,Scissors,W
632,Scissors,W
633,Rock,W
634,Paper,L
635,Scissors,L
636,Paper,L
637,Scissors,D
638,Scissors,W
639,Rock,L
640,Paper,D
641,Rock,D
642,Paper,W
643,Paper,L
644,Paper,L
645,Rock,D
646,Scissors,L
647,Scissors,W
648,Scissors,L
649,Rock,D
650,Scissors,D
651,Rock,W
652,Paper,D
653,Paper,W
654,Rock,W
655,Paper,W
656,Rock,D
657,Rock,L
658,Rock,D
659,Paper,D
660,Paper,L
661,Rock,W
662,Scissors,D
663,Rock,W
664,Rock,L
665,Scissors,W
666,Paper,L
667,Scissors,D
668,Paper,L
669,Paper,D
670,Scissors,D
671,Rock,L
672,Rock,D
673,Rock,W
674,Rock,L
675,Scissors,W
676,Paper,D
677,Scissors,L
678,Rock,W
679,Scissors,W
680,Scissors,D
681,Scissors,W
682,Rock,W
683,Rock,D
684,Scissors,W
685,Rock,L
686,Rock,D
687,Rock,W
688,Rock,L
689,Scissors,L
690,Rock,L
691,Paper,D
692,Scissors,W
693,Paper,L
694,Rock,D
695,Rock,D
696,Paper,W
697,Rock,D
698,Scissors,W
699,Rock,W
700,Scissors,L
701,Scissors,D
702,Paper,W
703,Paper,W
704,Rock,L
705,Paper,D
706,Paper,D
707,Scissors,D
708,Rock,L
709,Scissors,W
710,Paper,W
711,Paper,W
712,Scissors,W
713,Scissors,W
714,Rock,W
715,Paper,L
716,Rock,D
717,Rock,W
718,Paper,D
719,Scissors,W
720,Paper,W
721,Paper,D
722,Scissors,W
723,Rock,L
724,Scissors,W
725,Scissors,D
726,Scissors,D
727,Rock,W
728,Paper,L
729,Scissors,D
730,Scissors,L
731,Paper,D
732,Paper,W
733,Paper,D
734,Paper,D
735,Rock,L
736,Rock,D
737,Rock,L
738,Rock,L
739,Scissors,D
740,Scissors,D
741,Rock,L
742,Scissors,D
743,Paper,W
744,Paper,D
745,Rock,D
746,Scissors,D
747,Rock,W
748,Scissors,L
749,Rock,L
750,Scissors,D
751,Scissors,D
752,Rock,W
753,Rock,D
754,Rock,D
755,Paper,L
756,Paper,D
757,Scissors,L
758,Paper,D
759,Paper,W
760,Paper,W
761,Paper,D
762,Scissors,W
763,Rock,L
764,Rock,D
765,Rock,L
766,Scissors,W
767,Paper,D
768,Paper,D
769,Rock,L
770,Rock,L
771,Scissors,W
772,Scissors,L
773,Paper,D
774,Rock,D
775,Scissors,D
776,Scissors,D
777,Scissors,L
778,Paper,D
779,Paper,W
780,Paper,L
781,Rock,D
782,Scissors,D
783,Paper,W
784,Rock,D
785,Paper,W
786,Rock,D
787,Paper,W
788,Rock,W
789,Paper,W
790,Scissors,L
791,Scissors,L
792,Scissors,W
793,Paper,L
794,Rock,D
795,Rock,W
796,Paper,W
797,Paper,D
798,Paper,L
799,Rock,L
800,Paper,D
801,Rock,D
802,Rock,W
803,Rock,W
804,Paper,L
805,Paper,L
806,Paper,W
807,Rock,D
808,Scissors,W
809,Paper,W
810,Scissors,D
811,Scissors,L
812,Rock,L
813,Rock,W
814,Scissors,D
815,Paper,D
816,Scissors,W
817,Paper,L
818,Rock,D
819,Scissors,L
820,Paper,L
821,Paper,L
822,Scissors,D
823,Rock,D
824,Rock,D
825,Rock,W
826,Scissors,W
827,Paper,L
828,Paper,L
829,Scissors,L
830,Rock,W
831,Rock,D
832,Rock,L
833,Scissors,D
834,Paper,D
835,Rock,W
836,Paper,D
837,Scissors,L
838,Paper,L
839,Paper,L
840,Rock,L
841,Paper,W
842,Rock,L
843,Paper,D
844,Paper,W
845,Paper,D
846,Rock,L
847,Rock,W
848,Scissors,W
849,Scissors,D
850,Rock,D
851,Scissors,W
852,Scissors,L
853,Scissors,D
854,Rock,W
855,Rock,W
856,Scissors,W
857,Scissors,D
858,Scissors,D
859,Scissors,W
860,Paper,D
861,Paper,D
862,Paper,L
863,Scissors,D
864,Scissors,W
865,Paper,D
866,Scissors,L
867,Scissors,L
868,Scissors,W
869,Paper,D
870,Scissors,L
871,Paper,D
872,Rock,W
873,Paper,L
874,Scissors,D
875,Scissors,W
876,Scissors,W
877,Paper,W
878,Rock,L
879,Scissors,W
880,Scissors,L
881,Scissors,W
882,Scissors,L
883,Rock,L
884,Paper,D
885,Scissors,W
886,Rock,L
887,Scissors,D
888,Scissors,D
889,Paper,D
890,Scissors,D
891,Paper,W
892,Paper,L
893,Scissors,L
894,Paper,W
895,Rock,D
896,Paper,L
897,Rock,L
898,Paper,D
899,Rock,W
900,Paper,W
901,Rock,W
902,Scissors,W
903,Scissors,D
904,Paper,L
905,Scissors,W
906,Paper,D
907,Scissors,L
908,Rock,D
909,Rock,L
910,Paper,W
911,Scissors,W
912,Scissors,D
913,Paper,W
914,Paper,D
915,Scissors,D
916,Paper,L
917,Rock,L
918,Rock,L
919,Rock,W
920,Scissors,D
921,Rock,L
922,Paper,D
923,Scissors,D
924,Rock,W
925,Paper,D
926,Scissors,W
927,Rock,W
928,Rock,L
929,Scissors,W
930,Rock,L
931,Scissors,W
932,Rock,D
933,Paper,W
934,Paper,L
935,Rock,D
936,Paper,D
937,Scissors,L
938,Rock,W
939,Rock,W
940,Paper,L
941,Paper,W
942,Rock,D
943,Paper,W
944,Scissors,D
945,Paper,D
946,Paper,D
947,Paper,L
948,Paper,L
949,Scissors,D
950,Scissors,D
951,Rock,L
952,Scissors,L
953,Rock,D
954,Scissors,W
955,Rock,D
956,Paper,D
957,Paper,W
958,Paper,D
959,Paper,W
960,Scissors,D
961,Paper,L
962,Paper,W
963,Paper,D
964,Paper,W
965,Paper,W
966,Paper,L
967,Paper,D
968,Paper,L
969,Rock,D
970,Rock,W
971,Paper,D
972,Paper,W
973,Rock,D
974,Rock,W
975,Scissors,W
976,Rock,L
977,Paper,D
978,Scissors,W
979,Rock,L
980,Rock,D
981,Scissors,L
982,Rock,L
983,Scissors,W
984,Paper,W
985,Rock,D
986,Rock,L
987,Paper,D
988,Paper,W
989,Paper,L
990,Rock,W
991,Scissors,D
992,Paper,W
993,Scissors,L
994,Scissors,L
995,Scissors,D
996,Paper,D
997,Rock,D
998,Paper,W
999,Rock,D
1000,Scissors,D
1001,Paper,D
1002,Rock,W
1003,Paper,L
1004,Rock,W
1005,Rock,D
1006,Rock,W
1007,Scissors,W
1008,Paper,D
1009,Scissors,W
1010,Rock,L
1011,Rock,W
1012,Paper,D
1013,Paper,D
1014,Paper,L
1015,Scissors,D
1016,Rock,D
1017,Rock,W
1018,Paper,L
1019,Scissors,L
1020,Paper,W
1021,Scissors,D
1022,Scissors,L
1023,Paper,D
1024,Scissors,D
1025,Scissors,L
1026,Paper,W
1027,Paper,W
1028,Scissors,L
1029,Paper,L
1030,Rock,D
1031,Scissors,L
1032,Scissors,L
1033,Scissors,W
1034,Scissors,W
1035,Rock,W
1036,Scissors,D
1037,Paper,D
1038,Scissors,W
1039,Scissors,L
1040,Scissors,L
1041,Paper,D
1042,Rock,W
1043,Scissors,W
1044,Paper,L
1045,Rock,L
1046,Scissors,L
1047,Paper,L
1048,Rock,D
1049,Rock,L
1050,Paper,L
1051,Paper,L
1052,Rock,W
1053,Rock,D
1054,Scissors,W
1055,Rock,D
1056,Rock,W
1057,Rock,D
1058,Rock,W
1059,Rock,D
1060,Rock,L
1061,Rock,D
1062,Scissors,L
1063,Paper,W
1064,Rock,D
1065,Paper,D
1066,Scissors,D
1067,Scissors,D
1068,Scissors,D
1069,Scissors,W
1070,Rock,L
1071,Scissors,L
1072,Rock,L
1073,Paper,L
1074,Scissors,W
1075,Rock,W
1076,Paper,D
1077,Rock,L
1078,Rock,W
1079,Paper,L
1080,Paper,D
1081,Paper,D
1082,Paper,W
1083,Scissors,D
1084,Scissors,L
1085,Scissors,W
1086,Paper,L
1087,Scissors,W
1088,Rock,W
1089,Rock,L
1090,Rock,D
1091,Rock,D
1092,Rock,D
1093,Rock,W
1094,Paper,L
1095,Rock,W
1096,Rock,D
1097,Paper,L
1098,Scissors,W
1099,Scissors,D
1100,Rock,D
1101,Scissors,L
1102,Scissors,W
1103,Scissors,D
1104,Paper,L
1105,Rock,L
1106,Rock,L
1107,Scissors,L
1108,Rock,W
1109,Scissors,W
1110,Rock,W
1111,Rock,L
1112,Scissors,L
1113,Scissors,W
1114,Paper,D
1115,Rock,L
1116,Paper,D
1117,Scissors,W
1118,Scissors,D
1119,Rock,D
1120,Paper,W
1121,Scissors,W
1122,Rock,L
1123,Paper,L
1124,Rock,L
1125,Scissors,W
1126,Scissors,D
1127,Paper,D
1128,Scissors,D
1129,Paper,W
1130,Paper,D
1131,Rock,D
1132,Rock,L
1133,Paper,D
1134,Rock,L
1135,Rock,D
1136,Scissors,W
1137,Scissors,D
1138,Rock,D
1139,Rock,W
1140,Paper,L
1141,Paper,D
1142,Rock,L
1143,Scissors,L
1144,Paper,W
1145,Scissors,D
1146,Rock,L
1147,Scissors,D
1148,Paper,D
1149,Rock,W
1150,Scissors,W
1151,Rock,D
1152,Rock,D
1153,Scissors,W
1154,Rock,W
1155,Paper,W
1156,Rock,L
1157,Rock,L
1158,Scissors,D
1159,Paper,D
1160,Paper,W
1161,Rock,D
1162,Paper,L
1163,Paper,L
1164,Paper,W
1165,Paper,L
1166,Rock,D
1167,Scissors,W
1168,Paper,L
1169,Paper,W
1170,Rock,W
1171,Scissors,W
1172,Paper,W
1173,Paper,W
1174,Paper,W
1175,Rock,L
1176,Rock,D
1177,Scissors,D
1178,Paper,W
1179,Paper,D
1180,Rock,W
1181,Rock,L
1182,Scissors,D
1183,Rock,W
1184,Scissors,W
1185,Paper,D
1186,Scissors,W
1187,Rock,L
1188,Paper,W
1189,Paper,D
1190,Scissors,D
1191,Rock,D
1192,Rock,L
1193,Rock,D
1194,Paper,L
1195,Paper,L
1196,Paper,L
1197,Scissors,L
1198,Rock,D
1199,Paper,D
1200,Scissors,W
1201,Rock,L
1202,Scissors,D
1203,Scissors,W
1204,Scissors,L
1205,Paper,D
1206,Paper,L
1207,Paper,D
1208,Scissors,D
1209,Scissors,D
1210,Scissors,D
1211,Rock,L
1212,Paper,W
1213,Scissors,W
1214,Rock,W
1215,Scissors,W
1216,Rock,L
1217,Scissors,W
1218,Scissors,D
1219,Rock,W
1220,Rock,L
1221,Scissors,W
1222,Rock,L
1223,Rock,D
1224,Rock,W
1225,Paper,W
1226,Scissors,D
1227,Rock,L
1228,Rock,D
1229,Scissors,W
1230,Rock,D
1231,Paper,D
1232,Rock,W
1233,Paper,D
1234,Paper,L
1235,Paper,D
1236,Rock,L
1237,Paper,L
1238,Paper,L
1239,Rock,D
1240,Paper,D
1241,Rock,D
1242,Rock,D
1243,Paper,L
1244,Paper,L
1245,Scissors,W
1246,Scissors,L
1247,Rock,L
1248,Rock,D
1249,Paper,L
1250,Paper,D
1251,Paper,W
1252,Paper,L
1253,Rock,D
1254,Rock,L
1255,Rock,W
1256,Rock,D
1257,Paper,W
1258,Rock,L
1259,Paper,D
1260,Rock,L
1261,Rock,W
1262,Paper,L
1263,Rock,L
1264,Rock,W
1265,Rock,D
1266,Scissors,W
1267,Rock,W
1268,Rock,W
1269,Scissors,W
1270,Rock,L
1271,Paper,L
1272,Scissors,D
1273,Paper,D
1274,Paper,L
1275,Rock,D
1276,Rock,W
1277,Scissors,L
1278,Rock,D
1279,Scissors,D
1280,Scissors,D
1281,Scissors,W
1282,Paper,W
1283,Scissors,D
1284,Scissors,L
1285,Scissors,W
1286,Rock,D
1287,Paper,L
1288,Rock,W
1289,Paper,W
1290,Paper,D
1291,Paper,W
1292,Scissors,D
1293,Paper,D
1294,Paper,W
1295,Scissors,L
1296,Rock,L
1297,Rock,D
1298,Scissors,W
1299,Scissors,W
1300,Paper,D
1301,Scissors,W
1302,Rock,D
1303,Paper,W
1304,Scissors,D
1305,Paper,D
1306,Scissors,D
1307,Scissors,D
1308,Rock,D
1309,Scissors,L
1310,Paper,W
1311,Rock,D
1312,Scissors,D
1313,Rock,L
1314,Scissors,D
1315,Rock,W
1316,Paper,W
1317,Rock,L
1318,Paper,L
1319,Rock,D
1320,Paper,W
1321,Paper,D
1322,Paper,L
1323,Scissors,W
1324,Rock,L
1325,Rock,L
1326,Scissors,D
1327,Rock,D
1328,Scissors,W
1329,Scissors,W
1330,Rock,W
1331,Scissors,D
1332,Scissors,L
1333,Rock,D
1334,Scissors,W
1335,Rock,L
1336,Scissors,D
1337,Paper,D
1338,Paper,L
1339,Paper,D
1340,Paper,L
1341,Rock,L
1342,Rock,L
1343,Rock,L
1344,Rock,D
1345,Scissors,W
1346,Scissors,W
1347,Rock,D
1348,Paper,W
1349,Rock,L
1350,Paper,L
1351,Paper,D
1352,Rock,W
1353,Paper,D
1354,Rock,W
1355,Scissors,W
1356,Scissors,L
1357,Paper,L
1358,Rock,L
1359,Paper,D
1360,Rock,D
1361,Rock,W
1362,Paper,L
1363,Scissors,D
1364,Scissors,L
1365,Paper,L
1366,Rock,W
1367,Scissors,W
1368,Paper,D
1369,Paper,W
1370,Paper,L
1371,Paper,D
1372,Scissors,L
1373,Paper,L
1374,Paper,W
1375,Rock,W
1376,Scissors,W
1377,Rock,W
1378,Scissors,D
1379,Rock,W
1380,Rock,W
1381,Scissors,L
1382,Rock,W
1383,Rock,D
1384,Rock,W
1385,Paper,L
1386,Scissors,L
1387,Paper,D
1388,Scissors,W
1389,Paper,W
1390,Rock,W
1391,Paper,D
1392,Scissors,D
1393,Rock,D
1394,Paper,W
1395,Scissors,W
1396,Paper,D
1397,Paper,L
1398,Scissors,W
1399,Paper,W
1400,Scissors,L
1401,Rock,D
1402,Scissors,D
1403,Rock,L
1404,Rock,W
1405,Scissors,D
1406,Paper,D
1407,Rock,D
1408,Paper,D
1409,Rock,L
1410,Rock,L
1411,Paper,L
1412,Rock,L
1413,Rock,D
1414,Rock,L
1415,Scissors,L
1416,Paper,W
1417,Rock,D
1418,Scissors,D
1419,Scissors,D
1420,Scissors,D
1421,Paper,D
1422,Scissors,D
1423,Scissors,W
1424,Rock,D
1425,Rock,L
1426,Scissors,L
1427,Scissors,W
1428,Scissors,D
1429,Paper,W
1430,Scissors,W
1431,Paper,D
1432,Scissors,D
1433,Rock,W
1434,Rock,W
1435,Scissors,W
1436,Paper,L
1437,Scissors,W
1438,Scissors,D
1439,Scissors,W
1440,Rock,D
1441,Rock,W
1442,Scissors,L
1443,Paper,D
1444,Paper,W
1445,Paper,L
1446,Rock,W
1447,Paper,D
1448,Paper,L
1449,Scissors,L
1450,Paper,L
1451,Scissors,L
1452,Scissors,D
1453,Scissors,W
1454,Rock,W
1455,Paper,D
1456,Scissors,D
1457,Scissors,W
1458,Paper,W
1459,Scissors,L
1460,Rock,D
1461,Paper,W
1462,Rock,L
1463,Rock,L
1464,Paper,W
1465,Paper,W
1466,Rock,D
1467,Rock,W
1468,Paper,W
1469,Scissors,W
1470,Paper,D
1471,Paper,D
1472,Rock,W
1473,Rock,W
1474,Rock,W
1475,Scissors,D
1476,Paper,D
1477,Rock,W
1478,Rock,W
1479,Paper,L
1480,Paper,W
1481,Paper,D
1482,Paper,L
1483,Rock,D
1484,Paper,D
1485,Paper,L
1486,Paper,D
1487,Scissors,W
1488,Paper,W
1489,Paper,L
1490,Paper,D
1491,Paper,W
1492,Rock,L
1493,Scissors,W
1494,Paper,W
1495,Paper,D
1496,Rock,D
1497,Paper,L
1498,Paper,D
1499,Paper,L
1500,Rock,W
1501,Scissors,W
1502,Paper,W
1503,Rock,L
1504,Paper,D
1505,Scissors,L
1506,Paper,W
1507,Scissors,W
1508,Rock,D
1509,Scissors,D
1510,Rock,D
1511,Rock,W
1512,Paper,L
1513,Rock,W
1514,Paper,W
1515,Scissors,L
1516,Scissors,W
1517,Scissors,L
1518,Scissors,L
1519,Paper,L
1520,Paper,W
1521,Scissors,L
1522,Scissors,D
1523,Paper,W
1524,Scissors,D
1525,Rock,D
1526,Scissors,L
1527,Scissors,W
1528,Rock,D
1529,Scissors,D
1530,Paper,W
1531,Rock,L
1532,Rock,D
1533,Scissors,L
1534,Paper,L
1535,Rock,L
1536,Scissors,L
1537,Scissors,L
1538,Paper,L
1539,Scissors,L
1540,Rock,D
1541,Scissors,L
1542,Scissors,W
1543,Paper,W
1544,Paper,L
1545,Scissors,W
1546,Scissors,L
1547,Rock,D
1548,Scissors,W
1549,Rock,D
1550,Scissors,L
1551,Scissors,D
1552,Paper,D
1553,Rock,W
1554,Rock,D
1555,Paper,L
1556,Paper,W
1557,Rock,L
1558,Scissors,W
1559,Scissors,W
1560,Rock,W
1561,Scissors,D
1562,Rock,D
1563,Scissors,W
1564,Rock,W
1565,Rock,D
1566,Paper,L
1567,Rock,D
1568,Rock,W
1569,Paper,L
1570,Rock,W
1571,Scissors,W
1572,Rock,L
1573,Scissors,D
1574,Paper,W
1575,Scissors,L
1576,Scissors,W
1577,Paper,D
1578,Scissors,W
1579,Paper,L
1580,Paper,W
1581,Paper,D
1582,Rock,W
1583,Paper,D
1584,Scissors,L
1585,Paper,W
1586,Rock,L
1587,Scissors,D
1588,Scissors,L
1589,Rock,D
1590,Scissors,L
1591,Paper,D
1592,Scissors,D
1593,Rock,W
1594,Rock,W
1595,Rock,W
1596,Paper,L
1597,Paper,D
1598,Rock,L
1599,Scissors,D
1600,Scissors,D
1601,Rock,L
1602,Rock,L
1603,Scissors,D
1604,Rock,W
1605,Scissors,W
